dataset,num_nodes,num_edges,impl,run_id,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high
factors_influencing_well_being_and_resources,9,8,org,12,43.78356571402401,24,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,13,2.384234762052074,10,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,14,2298.745465635904,39,9,0.4444,0.625,0.1429,0.5556,0.625,0.5882,6.0,18.0,9,0.4444,0.625,0.1429,0.4444,0.5,0.4706,7.0,18.0,24.0
factors_influencing_well_being_and_resources,9,8,org,15,0.9942137829493731,8,8,0.125,0.875,0.0357,0.875,0.875,0.875,1.0,6.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,6.0,12.0
factors_influencing_well_being_and_resources,9,8,org,16,29.418683641939424,17,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,17,2.039613111061044,5,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,org,18,5.216012490913272,15,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.25,0.75,0.0714,0.5,0.5,0.5,3.0,11.0,17.0
factors_influencing_well_being_and_resources,9,8,org,19,315.6098760549212,27,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,org,20,14.263808611081913,17,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,21,11.002935955999419,12,8,0.125,0.875,0.0357,0.875,0.875,0.875,1.0,6.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,6.0,12.0
factors_influencing_well_being_and_resources,9,8,org,22,0.18048287089914083,1,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,23,186.88746389304288,34,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,24,0.3487954488955438,3,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,25,1.75108415808063,17,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,26,0.7243471299298108,9,10,0.7,0.375,0.25,0.3,0.375,0.3333,8.0,23.0,10,0.3,0.875,0.1071,0.5,0.625,0.5556,7.0,5.0,23.0
factors_influencing_well_being_and_resources,9,8,org,27,10.940199324977584,33,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.75,0.75,0.75,3.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,28,0.1542865770170465,6,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,29,0.16216554900165647,8,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,30,32.83568786003161,42,11,0.4545,0.75,0.1786,0.5455,0.75,0.6316,6.0,14.0,11,0.4545,0.75,0.1786,0.4545,0.625,0.5263,7.0,14.0,20.0
factors_influencing_well_being_and_resources,9,8,org,31,27.550778415985405,30,9,0.5556,0.5,0.1786,0.4444,0.5,0.4706,6.0,19.0,9,0.4444,0.625,0.1429,0.4444,0.5,0.4706,5.0,15.0,23.0
factors_influencing_well_being_and_resources,9,8,org,32,0.30313333799131215,6,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,33,406.1908581019379,40,9,0.3333,0.75,0.1071,0.6667,0.75,0.7059,5.0,9.0,9,0.3333,0.75,0.1071,0.4444,0.5,0.4706,6.0,9.0,15.0
factors_influencing_well_being_and_resources,9,8,org,34,0.15393363405019045,1,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,35,25.936499278992414,33,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,36,0.5591329059097916,8,9,0.3333,0.75,0.1071,0.6667,0.75,0.7059,4.0,8.0,9,0.2222,0.875,0.0714,0.5556,0.625,0.5882,6.0,5.0,18.0
factors_influencing_well_being_and_resources,9,8,org,37,1.1934763729805127,12,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,38,0.34175880101975054,5,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,39,908.2903718639864,41,10,0.5,0.625,0.1786,0.5,0.625,0.5556,7.0,12.0,10,0.4,0.75,0.1429,0.5,0.625,0.5556,7.0,6.0,12.0
factors_influencing_well_being_and_resources,9,8,org,40,0.24229365796782076,7,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,41,0.2537783569423482,6,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,org,42,9.292726158048026,29,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,43,334.57675378397107,45,9,0.3333,0.75,0.1071,0.6667,0.75,0.7059,4.0,11.0,9,0.2222,0.875,0.0714,0.5556,0.625,0.5882,3.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,44,3.5898532880237326,22,11,0.3636,0.875,0.1429,0.6364,0.875,0.7368,5.0,5.0,11,0.3636,0.875,0.1429,0.5455,0.75,0.6316,6.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,45,0.15560231101699173,2,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,46,1321.7426398249809,44,10,0.5,0.625,0.1786,0.5,0.625,0.5556,6.0,14.0,10,0.4,0.75,0.1429,0.5,0.625,0.5556,6.0,7.0,17.0
factors_influencing_well_being_and_resources,9,8,org,47,0.35406652092933655,9,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,48,0.15503990300931036,2,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,org,49,54.24478784308303,35,8,0.25,0.75,0.0714,0.75,0.75,0.75,4.0,8.0,8,0.25,0.75,0.0714,0.625,0.625,0.625,5.0,8.0,14.0
factors_influencing_well_being_and_resources,9,8,new,0,3.456866453983821,15,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.75,0.75,0.75,3.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,1,0.9975601820042357,8,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,2,1.8756577420281246,12,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,3,1.3726352580124512,6,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,4,198.64254810102284,49,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,5,171.69464175298344,25,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,6,0.46764499694108963,6,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,7,0.5954162229318172,3,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,8,1.2744249649113044,9,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,9,3.5575980950379744,11,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,10,71.91372630395927,33,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.75,0.75,0.75,3.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,11,0.6219045689795166,6,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,12,23.915994296083227,24,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,13,2.2331133760744706,10,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,14,741.598176806001,39,10,0.6,0.5,0.2143,0.4,0.5,0.4444,7.0,22.0,10,0.4,0.75,0.1429,0.4,0.5,0.4444,7.0,13.0,36.0
factors_influencing_well_being_and_resources,9,8,new,15,1.117232708958909,8,8,0.125,0.875,0.0357,0.875,0.875,0.875,1.0,6.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,6.0,12.0
factors_influencing_well_being_and_resources,9,8,new,16,13.433764973073266,17,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,17,1.3417863469803706,5,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,18,3.1218301070621237,15,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.25,0.75,0.0714,0.5,0.5,0.5,3.0,11.0,17.0
factors_influencing_well_being_and_resources,9,8,new,19,168.8436940140091,27,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,20,12.437914345995523,17,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,21,7.475114012951963,12,8,0.125,0.875,0.0357,0.875,0.875,0.875,1.0,6.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,6.0,12.0
factors_influencing_well_being_and_resources,9,8,new,22,0.20862515596672893,1,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,23,161.99347648699768,34,9,0.3333,0.75,0.1071,0.6667,0.75,0.7059,4.0,11.0,9,0.2222,0.875,0.0714,0.6667,0.75,0.7059,4.0,5.0,17.0
factors_influencing_well_being_and_resources,9,8,new,24,0.28453942597843707,3,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,25,1.79323392896913,17,8,0.25,0.75,0.0714,0.75,0.75,0.75,3.0,11.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,26,0.5384493579622358,9,10,0.5,0.625,0.1786,0.5,0.625,0.5556,6.0,12.0,10,0.3,0.875,0.1071,0.5,0.625,0.5556,7.0,5.0,23.0
factors_influencing_well_being_and_resources,9,8,new,27,6.398913926095702,33,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,28,0.15456815308425575,6,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,29,0.16466869600117207,8,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,30,10.18048965500202,42,10,0.4,0.75,0.1429,0.6,0.75,0.6667,5.0,14.0,10,0.4,0.75,0.1429,0.5,0.625,0.5556,6.0,14.0,20.0
factors_influencing_well_being_and_resources,9,8,new,31,14.090718956897035,30,9,0.5556,0.5,0.1786,0.4444,0.5,0.4706,6.0,19.0,9,0.4444,0.625,0.1429,0.4444,0.5,0.4706,5.0,15.0,23.0
factors_influencing_well_being_and_resources,9,8,new,32,0.28588820702861995,6,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,33,31.368919229018502,40,8,0.375,0.625,0.1071,0.625,0.625,0.625,5.0,15.0,8,0.25,0.75,0.0714,0.5,0.5,0.5,5.0,9.0,15.0
factors_influencing_well_being_and_resources,9,8,new,34,0.1435032329754904,1,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,35,3.2980753579176962,33,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,36,0.44246328400913626,8,8,0.375,0.625,0.1071,0.625,0.625,0.625,4.0,12.0,8,0.125,0.875,0.0357,0.5,0.5,0.5,4.0,5.0,18.0
factors_influencing_well_being_and_resources,9,8,new,37,0.9782551149837673,12,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,38,0.3236725109163672,5,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,39,71.76392723806202,42,7,0.1429,0.75,0.0357,0.8571,0.75,0.8,2.0,11.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,40,0.28710930701345205,7,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,41,0.2467768790666014,6,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,42,5.0594621889758855,29,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,43,27.950566527084447,45,11,0.6364,0.5,0.25,0.3636,0.5,0.4211,8.0,18.0,11,0.4545,0.75,0.1786,0.2727,0.375,0.3158,7.0,8.0,23.0
factors_influencing_well_being_and_resources,9,8,new,44,1.3982751499861479,23,8,0.125,0.875,0.0357,0.875,0.875,0.875,2.0,5.0,8,0.125,0.875,0.0357,0.625,0.625,0.625,2.0,5.0,16.0
factors_influencing_well_being_and_resources,9,8,new,45,0.1637956880731508,2,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,46,58.75516312790569,44,10,0.5,0.625,0.1786,0.5,0.625,0.5556,6.0,14.0,10,0.3,0.875,0.1071,0.6,0.75,0.6667,5.0,2.0,15.0
factors_influencing_well_being_and_resources,9,8,new,47,0.39937784301582724,9,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,48,0.15180131699889898,2,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,5.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,5.0,11.0
factors_influencing_well_being_and_resources,9,8,new,49,12.0636591600487,35,8,0.375,0.625,0.1071,0.625,0.625,0.625,5.0,14.0,8,0.25,0.75,0.0714,0.625,0.625,0.625,5.0,8.0,14.0
pharmacological_and_cardiac_health_dynamics,6,6,org,0,0.028600957011803985,2,3,0.0,0.5,0.0,1.0,0.5,0.6667,3.0,8.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,1,0.016628297977149487,1,3,0.0,0.5,0.0,1.0,0.5,0.6667,3.0,8.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,2,0.18858133000321686,9,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,26.0
pharmacological_and_cardiac_health_dynamics,6,6,org,3,0.1919620829867199,10,4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,18.0,4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,18.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,4,0.04927245597355068,3,3,0.0,0.5,0.0,1.0,0.5,0.6667,3.0,8.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,5,0.34957706299610436,12,3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,6,0.21959637000691146,16,5,1.0,0.0,0.5556,0.0,0.0,,8.0,21.0,5,1.0,0.0,0.5556,0.0,0.0,,8.0,21.0,23.0
pharmacological_and_cardiac_health_dynamics,6,6,org,7,0.015806945972144604,1,3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,12.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,8,0.16378064604941756,9,5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,5,0.2,0.6667,0.1111,0.4,0.3333,0.3636,5.0,6.0,23.0
pharmacological_and_cardiac_health_dynamics,6,6,org,9,0.05565706198103726,4,3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,10,0.016368687036447227,1,3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,12.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,11,0.031015406013466418,2,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,26.0
pharmacological_and_cardiac_health_dynamics,6,6,org,12,0.015551024000160396,1,3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,13,0.035221510916016996,2,3,0.0,0.5,0.0,1.0,0.5,0.6667,3.0,8.0,3,0.0,0.5,0.0,0.3333,0.1667,0.2222,4.0,8.0,18.0
pharmacological_and_cardiac_health_dynamics,6,6,org,14,0.04783282906282693,2,3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,15,0.13363270193804055,6,3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,16,0.06846552202478051,4,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,26.0
pharmacological_and_cardiac_health_dynamics,6,6,org,17,0.2049090350046754,8,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,4,1.0,0.0,0.4444,0.0,0.0,,6.0,26.0,26.0
pharmacological_and_cardiac_health_dynamics,6,6,org,18,0.0534661749843508,3,3,1.0,0.0,0.3333,0.0,0.0,,6.0,22.0,3,0.6667,0.1667,0.2222,0.0,0.0,,5.0,18.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,19,0.03700941998977214,3,4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,16.0,4,0.5,0.3333,0.2222,0.25,0.1667,0.2,5.0,16.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,20,0.07315543398726732,3,4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,22.0,4,0.5,0.3333,0.2222,0.25,0.1667,0.2,5.0,16.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,21,0.05322913790587336,2,4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,16.0,4,0.5,0.3333,0.2222,0.25,0.1667,0.2,5.0,16.0,22.0
pharmacological_and_cardiac_health_dynamics,6,6,org,22,0.012694512959569693,0,2,1.0,0.0,0.2222,0.0,0.0,,6.0,18.0,2,0.0,0.3333,0.0,0.0,0.0,,4.0,10.0,18.0
