,,meta,meta,meta,time,time,remove_n,remove_n,cpdag_F1,cpdag_F1,cpdag_shd,cpdag_shd,cpdag_sid_low,cpdag_sid_low,cpdag_sid_high,cpdag_sid_high,AP,AP,CIT_Precision,CIT_Precision,CIT_F1,CIT_F1
dag_5_nodes_7_edges_semantics_SF,org,5,4,50,0.07250962311401964,0.03495578801862244,7.74,5.333031454041493,0.6093132,0.10065571375734217,1.764,0.9820345394815265,2.14,1.7958000888694916,11.408,2.801737070505528,0.9607960309086107,0.036784502463394354,0.9230530108189683,0.0825538985957393,0.7939233701365719,0.12797488596707324
dag_5_nodes_7_edges_semantics_random,new,5,7,50,0.40078926932998,0.08872937920070938,51.38,5.9070694415890435,0.5648420000000001,0.0851681436324399,3.98,0.5529143565818181,6.48,2.0428071921965123,15.32,1.9942775276131597,0.9914404702400862,0.004465717803596175,1.0,0.0,0.13969786133176332,0.10048415219454937
dag_5_nodes_7_edges_semantics_random,org,5,7,50,0.2879296458605677,0.052890186441783914,25.66,16.000778042307303,0.614758,0.09581545844774222,4.033333333333333,0.919059955505656,9.34,1.697657449642457,15.16,3.0729896365140004,0.9914404702400862,0.004465717803596175,0.9897654493182793,0.016103204749211876,0.6644402626961717,0.3574671598866256
dag_10_nodes_10_edges_none_ER,new,8,10,50,1.7606339753698557,0.20955677224750713,149.92,18.424517826604234,0.6233860000000001,0.025906606280630257,7.92,0.27404751561786994,33.24,1.58513502933488,48.58,1.6792855623746676,0.9937245909566524,0.002453925030210192,1.0,0.0,0.4353026377372223,0.02620220146968467
dag_10_nodes_10_edges_none_ER,org,8,10,50,1.2753310671634972,0.17114059139805676,49.92,11.965665165678956,0.803878,0.05497691645460976,1.9,1.0546302185881,12.88,7.463215917869099,28.2,5.364280958719596,0.9937245909566524,0.002453925030210192,0.9917546361267459,0.00922947750730251,0.9108362229553063,0.025872989745556876
dag_10_nodes_10_edges_degrees_ER,new,10,10,50,0.6855082605965436,0.18588375921209288,56.08,13.65588756932783,0.6069599999999999,0.0540379911709893,2.128,0.7717036546578259,12.356,4.359983149190429,30.38,1.4412296337304666,0.9746122027545634,0.00671107601806019,0.9834570240359396,0.020437809175179626,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_ER,org,10,10,50,0.6829439338576049,0.19230795864436215,56.08,13.65588756932783,0.6069599999999999,0.0540379911709893,2.228,0.9196361303498779,12.527999999999999,4.528685893100486,30.236,1.5437510637854712,0.9746122027545634,0.00671107601806019,0.9834570240359396,0.020437809175179626,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_SF,new,10,9,50,0.5228905307967215,0.25818920253749633,53.14,47.231954766031095,0.7736270000000001,0.038246377993109856,1.85,0.686978002202548,1.72,0.5728553615932407,8.51,0.6737800767585329,0.9936031784984931,0.004435314258945844,0.9941601160150078,0.006658128034340643,0.7727833691897132,0.27745354427613167
dag_10_nodes_10_edges_degrees_SF,org,10,9,50,0.5480490457918495,0.26754498452070463,52.66,45.80954806454165,0.7702939999999999,0.04014961514035182,1.86,0.7001457574195913,1.9,1.2975644374703534,8.72,1.3407277950457217,0.9936031784984931,0.004435314258945844,0.9941601160150078,0.006658128034340643,0.7769049848911064,0.26800990445608674
dag_10_nodes_10_edges_degrees_random,new,10,10,50,0.28886747649870814,0.13818280005474443,39.38,22.73798404360745,0.6182177,0.16051129237790882,6.182,1.6045458382167757,13.864,4.8236031075095225,30.51,6.719435714889355,0.9072887714704703,0.033037047210398365,0.9352269949612154,0.08186495823778375,0.5244725894676104,0.26373980424734406
dag_10_nodes_10_edges_degrees_random,org,10,10,50,0.28485913657583295,0.13167927979267385,38.58,23.1341165151984,0.6045254,0.1651058355834653,6.462666666666666,1.6390727980136235,15.265333333333333,5.5658782284123625,29.914666666666665,6.560229103902668,0.9072887714704703,0.033037047210398365,0.9268771469190038,0.08635980251910978,0.5278322890583285,0.26461731504294006
dag_10_nodes_10_edges_none_SF,new,10,9,50,0.35468154612928626,0.2008296629683165,44.76,28.10734525249329,0.49778089999999997,0.1288374256679514,5.77,1.3009023555884238,7.707999999999999,3.974656447738725,12.144,6.155142532211316,0.9440156732571094,0.03036263751659803,0.952392870516735,0.05192778742166418,0.6871111312660416,0.1975812048607052
dag_10_nodes_10_edges_none_SF,org,10,9,50,0.36224504631944,0.20694958923165663,44.58,28.00808192399516,0.4912254081632653,0.12648230698005392,5.91,1.4154035986031601,8.628,4.854286555116383,13.384,7.501927915474767,0.9440156732571094,0.03036263751659803,0.9499313963184187,0.051933370152136775,0.6874803916226091,0.19747922424536116
dag_10_nodes_10_edges_none_random,new,10,10,50,1.000385305462405,0.1973319084347479,131.56,23.079419226590925,0.52108,0.067914736461032,4.14,0.9037337516534122,8.64,2.2566002964546437,19.4,2.6029810226126564,0.9742964868067223,0.010488732537954099,0.999134718822594,0.00455756592829519,0.48299593682318637,0.11984896700436902
dag_10_nodes_10_edges_none_random,org,10,10,50,1.0132248219102622,0.19772463183832836,131.46,23.251254080727144,0.46944,0.0872791106924521,4.175,0.9316569614818274,9.255,2.546751632482253,17.09,2.584668296722353,0.9742964868067223,0.010488732537954099,0.9985905759317929,0.008184976830182987,0.4830215848170221,0.11990318701425355
dag_10_nodes_10_edges_semantics_ER,new,10,10,50,0.31199757401831446,0.10426709099627042,40.98,18.061674386187264,0.5714793333333332,0.05582690201156263,4.426666666666667,1.031894983143066,15.12,5.527814639970986,45.25333333333333,4.816501303566337,0.8720823834213008,0.0288313594188064,0.8537330867079612,0.10621318609900635,0.6356541892500268,0.16591137657219168
dag_10_nodes_10_edges_semantics_ER,org,10,10,50,0.2992686528805643,0.11952737442006667,37.26,20.010007700230034,0.5773826666666666,0.04729831282796334,4.343333333333333,0.8547652208451394,19.22,5.035749746582339,41.41666666666667,4.983675164032019,0.8720823834213008,0.0288313594188064,0.820681250113656,0.1215080986459974,0.6441095483099555,0.1686480804620944
dag_10_nodes_10_edges_semantics_SF,new,10,9,50,0.30521222881041465,0.14418115254553734,40.14,25.42857945425234,0.7895570000000001,0.08008891233230371,3.09,1.0384938072781666,7.15,2.7742437837054936,12.42,5.613722254531337,0.9669561681955906,0.013686684591197358,0.9689805831483915,0.03759034633461917,0.622767317587185,0.1969315897105479
dag_10_nodes_10_edges_semantics_SF,org,10,9,50,0.3154536134097725,0.14984847726260558,40.14,25.42857945425234,0.7887572,0.08085766178632067,3.102,1.05259446228869,7.21,2.9103790341549978,12.54,5.838681707511777,0.9669561681955906,0.013686684591197358,0.9689805831483915,0.03759034633461917,0.622767317587185,0.1969315897105479
dag_10_nodes_10_edges_semantics_random,new,10,10,50,1.2601470356620847,0.27526444305628417,158.18,45.48186003053013,0.72368,0.1024549438055777,3.14,1.7843995159865573,9.46,8.67840387845317,33.78,10.390910470606668,0.9846639723349274,0.004982370776203425,0.9996963562753036,0.001521466562335138,0.4388726991440455,0.2661337036858771
dag_10_nodes_10_edges_semantics_random,org,10,10,50,1.3071553674992173,0.274697952751638,158.18,45.48186003053013,0.7220686666666667,0.10483442325769358,3.253333333333333,1.7989162774411236,8.96,9.587321559949762,33.82,10.308882637050912,0.9846639723349274,0.004982370776203425,0.9996963562753036,0.001521466562335138,0.4388726991440455,0.2661337036858771
dag_10_nodes_15_edges_degrees_ER,new,10,15,50,2.0183213800098745,0.44524000667793673,170.7,45.99922359593226,0.6127594,0.034892481642079545,6.9239999999999995,0.7471196390820152,29.941999999999997,8.809829621461681,42.838,3.5493540659835956,0.9887487284348265,0.0040338857945052,1.0,0.0,0.6595565750898718,0.17423303926155218
dag_10_nodes_15_edges_degrees_ER,org,10,15,50,1.9743813424278052,0.3829948597709274,155.68,29.69672558050941,0.5941099999999999,0.05114969726804104,7.5,1.2330483215451478,31.72,9.127308206806696,47.66,8.274894413285306,0.9887487284348265,0.0040338857945052,1.0,0.0,0.7212393365870452,0.09460208508879302
dag_10_nodes_15_edges_degrees_SF,new,10,17,50,17.386067126719283,10.104359810329216,677.32,220.39171435220075,0.6153753333333334,0.10511799628660479,7.58,2.8000728853487558,18.46,7.938436591055198,33.9,9.087443680874243,0.9957840674696401,0.0016102080219078212,1.0,0.0,0.3480200306544014,0.19764821216113623
dag_10_nodes_15_edges_degrees_SF,org,10,17,50,18.800100536057727,11.787381366437128,670.9,220.3067666427235,0.6111186,0.10532060980178766,7.8420000000000005,2.8733888120660116,19.092,8.533172723828686,35.181999999999995,9.995462031566616,0.9957840674696401,0.0016102080219078212,1.0,0.0,0.3600018951538024,0.19913220903844894
dag_10_nodes_15_edges_degrees_random,new,10,15,50,2.9971986736450345,1.1373251945960645,269.86,38.49145677806907,0.46413000000000004,0.0938992213786153,11.86,1.5780380482208451,50.24,11.522046303517797,62.28,8.559610900941129,0.9785966064371486,0.0047534036300225496,1.0,0.0,0.2424375448766094,0.07090721694894657
dag_10_nodes_15_edges_degrees_random,org,10,15,50,3.0636837288644165,1.13163869701491,267.68,37.06609650616156,0.46096200000000004,0.10354702547979967,12.08,1.7242567165273845,51.64,12.737154393380662,62.88,8.982159187715911,0.9785966064371486,0.0047534036300225496,1.0,0.0,0.2551990536951769,0.07701732222477897
dag_10_nodes_15_edges_none_ER,new,10,15,50,5.2448081448115405,1.26514063632463,249.6,70.89025723911976,0.587817,0.09295061976827335,5.5360000000000005,2.171124038795742,22.256,10.46301864586284,51.88399999999999,6.457817916672626,0.9823702978501011,0.004727972935768179,0.9995114570946226,0.0019603648332923882,0.6395130981321283,0.15638651824483565
dag_10_nodes_15_edges_none_ER,org,10,15,50,4.875303989518434,1.0934563714813164,193.04,30.4241847944717,0.530906,0.12736747479923868,6.95,2.3173040282154767,30.75,11.404550649201578,59.67,8.697648051781185,0.9823702978501011,0.004727972935768179,0.9990409795652591,0.0027541731180486606,0.7903229197438416,0.052849343730108654
dag_10_nodes_15_edges_none_SF,new,10,17,50,5.985782633125782,3.3978595132638283,367.74,134.64053578900754,0.625738,0.08355537059400814,9.14,1.7380495753949636,17.72,7.540475814575899,41.58,11.098979544930044,0.9925059528154289,0.0026009769087739004,1.0,0.0,0.20612346302578957,0.2349895046486482
dag_10_nodes_15_edges_none_SF,org,10,17,50,5.921359974686056,3.7553733200766217,284.38,98.68417775294837,0.6336272000000001,0.09856387447327582,8.148,2.309805186590419,16.988,7.960249201308887,36.048,11.26834540486159,0.9925059528154289,0.0026009769087739004,1.0,0.0,0.47607803781919195,0.23990977678388797
dag_10_nodes_15_edges_none_random,new,10,15,50,8.255431124186144,2.2072206461135147,490.84,106.13283167419813,0.5478132,0.06352517850298996,7.276,1.5819853194705722,7.976,4.476266666018248,39.988,3.751333912416886,0.9963281304203169,0.0017124928354675599,1.0,0.0,0.35261883526596555,0.10827852702865698
dag_10_nodes_15_edges_none_random,org,10,15,50,7.902211162149906,2.118567111572371,404.5,78.11118449272897,0.614838,0.07969421122039423,5.16,1.9098028533792457,7.54,4.310452412450461,30.8,6.204014500173847,0.9963281304203169,0.0017124928354675599,1.0,0.0,0.5365682115783968,0.06132007689078171
dag_10_nodes_15_edges_semantics_ER,new,10,15,50,2.9768070010747762,0.7404692075399383,271.14,38.52908257513578,0.461974,0.11458835786930395,8.48,2.2245384754081976,20.66,7.249517929082018,47.48,8.704303416080098,0.9857126824799132,0.004093469127730564,1.0,0.0,0.23665228879829947,0.1763824913378042
dag_10_nodes_15_edges_semantics_ER,org,10,15,50,2.9496573457214983,0.6061639013952688,264.82,34.31765773844511,0.43024,0.13242072098783778,9.0,2.1092604371762005,26.86,9.51906786724543,47.68,8.044366770274332,0.9857126824799132,0.004093469127730564,1.0,0.0,0.27784744659603333,0.1525394589918005
dag_10_nodes_15_edges_semantics_SF,new,10,17,50,5.136443198639899,2.4771885699132166,407.64,79.45419935987253,0.6261059999999999,0.0978649223393643,8.08,2.117372264417017,21.26,6.835710553812983,38.54,9.508771460808045,0.9969202693212612,0.001189988478506823,1.0,0.0,0.1799658434576337,0.07531178131276055
dag_10_nodes_15_edges_semantics_SF,org,10,17,50,5.5504646633286026,2.9351885110745277,391.84,72.77708767047442,0.5759799999999999,0.1272516821588025,9.872,2.5576647512119015,30.064,11.127127359085367,43.20399999999999,10.837914552012979,0.9969202693212612,0.001189988478506823,1.0,0.0,0.23750717705292923,0.1014107625741451
dag_10_nodes_15_edges_semantics_random,new,10,15,50,2.524040490668267,0.5722683380416963,245.38,43.71750221593179,0.47412800000000005,0.13973217390597556,9.07,2.824835194759337,24.85,10.951772757440331,46.95,8.699196538081162,0.9866712890591145,0.003897255692326202,0.9992313225773302,0.0041182347946828735,0.344192357969081,0.18662982871178405
dag_10_nodes_15_edges_semantics_random,org,10,15,50,2.533017873009667,0.6153521180583188,231.4,40.767634221279025,0.4680493333333333,0.13855529725121263,8.723333333333334,2.710023805235539,23.703333333333333,10.179638763309526,47.26333333333333,7.69913930460711,0.9866712890591145,0.003897255692326202,0.9992313225773302,0.0041182347946828735,0.41601360851793295,0.18208835071478546
dag_15_nodes_15_edges_degrees_ER,new,14,15,50,1.9268268976826222,0.749292423051211,186.1,57.25070180480636,0.49948679999999995,0.10096342709099755,5.867999999999999,1.6130134050583587,16.6,5.082021130958647,41.36,8.922798133467563,0.9611968661242543,0.010510501828111748,0.9996704021094265,0.0021104562417379163,0.38068362028726827,0.20277055458263615
dag_15_nodes_15_edges_degrees_ER,org,14,15,50,1.968037790833041,0.7826729865020852,183.32,54.94243369571614,0.4482416,0.14349986524007038,6.836,2.250238989575125,18.878,5.901964045284988,44.226000000000006,10.29043165632372,0.9611968661242543,0.010510501828111748,0.9996857322438717,0.0020607914909811413,0.39064192251185476,0.18197712844826017
dag_15_nodes_15_edges_none_ER,new,14,15,50,1.8291391484532504,0.3302794802563242,148.34,34.587133386829954,0.73919,0.058391707721321566,4.6,1.684018517519014,14.84,10.236868143517095,39.04,6.530806119571194,0.9658104408608221,0.008737626455018077,0.9907578698939611,0.012921132653370717,0.6251169159882617,0.184104396092227
dag_15_nodes_15_edges_none_ER,org,14,15,50,1.8526735111791641,0.32800112282871385,148.34,34.587133386829954,0.7359319999999999,0.06529018565494465,4.62,1.8282365764834254,14.76,10.405179244109195,38.92,6.353016317193796,0.9658104408608221,0.008737626455018077,0.9907578698939611,0.012921132653370717,0.6251169159882617,0.184104396092227
dag_15_nodes_15_edges_degrees_SF,new,15,14,50,1.9239755512028933,0.42792683682517246,165.52,31.982291018241806,0.6592139333333332,0.07153309712601509,5.397333333333333,1.350012009688749,11.459000000000001,5.382697999618968,27.06,7.674447397509664,0.940010341547781,0.016216837092615167,0.9879559131696621,0.015244909748787354,0.5198102965649992,0.16188753289962318
dag_15_nodes_15_edges_degrees_SF,org,15,14,50,1.9817710558976978,0.45162737594347224,165.4,31.74194418129052,0.6563132,0.07817997401182608,5.4079999999999995,1.4188008734023763,11.662,5.8810970099817546,27.416,8.404550759522353,0.940010341547781,0.016216837092615167,0.9879559131696621,0.015244909748787354,0.520853387398642,0.1593661162314168
dag_15_nodes_15_edges_degrees_random,new,15,15,50,2.200478451093659,0.4212262738852064,170.16,30.155623565979546,0.6557556,0.06208457908238353,2.912,1.3359457400688708,8.652000000000001,5.288850035109481,25.128,5.686469440160349,0.9600300211453643,0.011792565417176229,0.9950656058959582,0.00996608011677907,0.5955915064384815,0.07100615477309512
dag_15_nodes_15_edges_degrees_random,org,15,15,50,2.185671866443008,0.4190290389713088,170.16,30.155623565979546,0.6575692000000001,0.06107763079082563,2.932,1.3171459559926362,8.696,5.2428750486264875,25.024,5.599364395416061,0.9600300211453643,0.011792565417176229,0.9950656058959582,0.00996608011677907,0.5955915064384815,0.07100615477309512
dag_15_nodes_15_edges_none_SF,new,15,14,50,4.455797783434391,3.094902567204389,247.88,103.61617555543485,0.6271104,0.10854439221567087,6.222,1.6887732535899591,9.604,4.608331408150561,21.658,12.36763534721301,0.9798431012550753,0.009074696283766703,0.9989682832251775,0.003450825629153864,0.5017699870266121,0.23913863344222344
dag_15_nodes_15_edges_none_SF,org,15,14,50,4.640116620818153,3.438702213178148,247.64,103.93890670259435,0.616099,0.11393463597383278,6.532,1.7917543563416805,13.38,8.094190408394587,23.25,12.264620596143486,0.9798431012550753,0.009074696283766703,0.9985988973929083,0.004371893754443428,0.5020110948906763,0.23948336950811053
dag_15_nodes_15_edges_none_random,new,15,15,50,2.8403986383974553,0.6432675796651521,198.42,35.8295796167106,0.7822099999999998,0.05729358780947157,4.38,1.5893780069510184,7.48,10.744224836950256,38.3,10.476893915777183,0.9566124596865516,0.00929488132679984,0.9972601014291438,0.006888933280871097,0.6318870574063641,0.16050307765634583
dag_15_nodes_15_edges_none_random,org,15,15,50,2.9095769977383314,0.6322140355129943,198.42,35.8295796167106,0.781102,0.06100109229533918,4.4,1.6781914463529617,7.5,10.819955109492302,38.26,10.348636901268,0.9566124596865516,0.00929488132679984,0.9972601014291438,0.006888933280871097,0.6318870574063641,0.16050307765634583
