dataset,num_nodes,num_edges,impl,seed,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1,prior_filename,prior_forbidden_length,prior_forbidden_Precision,prior_forbidden_Recall,prior_forbidden_F1,prior_required_length,prior_required_Precision,prior_required_Recall,prior_required_F1
dag_10_nodes_10_edges_degrees_ER,10,10,new,2656,0.5570256751962006,33,9.0,0.37776,0.5599999999999999,0.0971399999999999,0.62224,0.5599999999999999,0.58948,4.4,23.2,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.968993909797277,0.9310344827586208,0.7941176470588235,0.8571428571428571,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2688,0.8407206381671131,57,9.0,0.3333,0.6,0.0857,0.6667000000000001,0.6,0.63156,4.0,21.0,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.9597027551829042,0.9836065573770492,0.6185567010309279,0.759493670886076,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2494,0.5453833136707544,33,8.0,0.275,0.58,0.06284,0.725,0.58,0.6444799999999999,4.2,21.4,8.0,0.175,0.6599999999999999,0.04,0.625,0.5,0.5556,3.8,18.2,28.8,0.981383595208716,0.9545454545454546,0.7590361445783133,0.8456375838926175,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,183,0.4604616952128708,30,9.0,0.26664,0.6599999999999999,0.0685399999999999,0.73336,0.6599999999999999,0.69472,3.4,19.0,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.9730618244281448,0.9555555555555556,0.8431372549019608,0.8958333333333333,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,7977,0.4192259758710861,37,9.0,0.3333,0.6,0.0857,0.6667000000000001,0.6,0.63156,4.0,21.0,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.9663618386951632,0.9397590361445785,0.7722772277227723,0.8478260869565218,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,3199,0.5868842131458223,42,8.0,0.275,0.58,0.06284,0.725,0.58,0.6444799999999999,4.2,22.2,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,17.0,30.0,0.9689735044581564,0.9454545454545454,0.6265060240963856,0.753623188405797,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,316,0.9417309616692364,65,9.0,0.28886,0.64,0.0742599999999999,0.7111400000000001,0.64,0.6736800000000001,3.6,19.0,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.976024372445128,1.0,0.5982905982905983,0.748663101604278,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,8266,0.592850130982697,38,9.0,0.31108,0.6199999999999999,0.07998,0.6889200000000001,0.6199999999999999,0.65262,3.8,19.8,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.9822136389353144,0.975609756097561,0.8,0.8791208791208791,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,1532,0.6762064439244568,41,8.0,0.125,0.7000000000000001,0.0285666666666666,0.875,0.7000000000000001,0.7778,3.0,13.0,8.0,0.0,0.8000000000000002,0.0,0.625,0.5,0.5556,2.0,10.0,30.0,0.9755648867605704,0.96875,0.6888888888888889,0.8051948051948051,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,1009,0.7470010668039322,52,9.0,0.35552,0.5800000000000001,0.09142,0.6444799999999999,0.5800000000000001,0.6105200000000001,4.2,23.8,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.980758382253835,1.0,0.7128712871287128,0.8323699421965318,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2250,0.931984718888998,69,9.0,0.35552,0.58,0.09142,0.6444799999999999,0.58,0.61052,4.2,22.2,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.9738794900463784,1.0,0.5689655172413793,0.7252747252747253,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,4447,0.8309177570044994,69,9.0,0.37776,0.5599999999999999,0.09714,0.62224,0.5599999999999999,0.58948,4.4,24.4,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,12.0,31.0,0.964203945789002,1.0,0.5882352941176471,0.7407407407407407,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2415,0.5745939058251679,43,8.0,0.125,0.7000000000000001,0.0285666666666666,0.875,0.7000000000000001,0.7778,3.0,13.0,8.0,0.0,0.8000000000000002,0.0,0.625,0.5,0.5556,2.0,10.0,30.0,0.9757795680492846,0.953846153846154,0.6813186813186813,0.7948717948717949,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,3595,0.8080655219964683,51,8.0,0.3125,0.55,0.0713999999999999,0.6875,0.55,0.61115,4.5,23.5,8.0,0.25,0.6,0.0571,0.625,0.5,0.5556,5.0,20.0,27.0,0.9598431451635074,0.9661016949152542,0.6195652173913043,0.7549668874172185,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,4187,0.5142679549753666,31,8.0,0.275,0.58,0.06284,0.725,0.58,0.6444799999999999,4.2,22.2,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,17.0,30.0,0.9750838014955104,0.9375,0.75,0.8333333333333334,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
