,,meta,meta,meta,time,time,remove_n,remove_n,dag_F1,dag_F1,dag_shd,dag_shd,dag_sid,dag_sid,AP,AP,CIT_Precision,CIT_Precision,CIT_F1,CIT_F1
dag_5_nodes_5_edges_semantics_random,org,5,5,50,0.06906516200106125,0.016126960085597372,11.04,3.827718455088955,0.7973335,0.018855002320339282,1.02,0.14142135623730948,,,0.9916248514962679,0.005644889232303087,0.9994117647058823,0.004159451654038516,0.9033466318733911,0.05613668343266353
dag_5_nodes_7_edges_degrees_ER,new,5,7,50,0.09134156999905826,0.010762860139811745,8.64,2.632295498578519,0.8531885333333333,0.08180302728282687,1.2106666666666666,0.750190905408632,,,0.9988287931873115,0.0008874904646109614,1.0,0.0,0.9518904707393255,0.02978102136698685
dag_5_nodes_7_edges_degrees_ER,org,5,7,50,0.08321476999903098,0.01187107988983247,8.64,2.632295498578519,0.8526553333333333,0.08416073909483364,1.2146666666666668,0.7668044833243077,,,0.9988287931873115,0.0008874904646109614,1.0,0.0,0.9518904707393255,0.02978102136698685
dag_5_nodes_7_edges_degrees_random,new,5,7,50,0.10542710399953649,0.024653927364889975,16.54,5.079811984307919,0.4884382666666667,0.11574115496046672,4.446666666666667,0.9309736935813974,,,0.9939442595488033,0.005154360872012651,0.9861862623842602,0.04522726409177299,0.8728019019518731,0.0472232895350215
dag_5_nodes_7_edges_degrees_random,org,5,7,50,0.09064655400026822,0.02420789585249277,16.12,4.926562737666421,0.4802322666666667,0.11944658762385858,4.496666666666667,0.9242819116233938,,,0.9939442595488033,0.005154360872012651,0.985778099118954,0.045192130135789335,0.8786408639472149,0.046867496216154075
dag_5_nodes_7_edges_none_ER,new,5,7,50,0.11176125800062436,0.019727948152546537,14.38,5.820056805950418,0.8453778333333334,0.02343397075378213,1.36,0.3647755809943916,,,0.9983932004146441,0.0020540246384227107,1.0,0.0,0.8885757292549178,0.05986273201117751
dag_5_nodes_7_edges_none_ER,org,5,7,50,0.0729177679985878,0.02870773338444772,7.02,5.9778161325258,0.5773199333333333,0.07560250779440271,3.1706666666666665,0.6092127182310145,,,0.9983932004146441,0.0020540246384227107,0.9885448204119556,0.017963807210426997,0.9513202971714217,0.054519837484000896
dag_5_nodes_7_edges_none_SF,new,5,4,50,0.03282829600007972,0.020056968307301318,2.48,4.660909957578355,0.4992856666666666,0.11780402963908475,2.723333333333333,0.6979155878761082,,,0.9130015636141855,0.05699681252353751,0.7713874799639899,0.12117115844247453,0.8150471032653015,0.09231000598662963
dag_5_nodes_7_edges_none_SF,org,5,4,50,0.021539354000124147,0.02012988239408786,2.42,4.6339034543772915,0.491222,0.11586607820044234,2.753333333333333,0.6727949622466638,,,0.9130015636141855,0.05699681252353751,0.7671321608150539,0.11638547379825216,0.8145464774830737,0.09232680586898684
dag_5_nodes_7_edges_none_random,new,5,7,50,0.13293948000093223,0.06999585621983387,17.02,18.7393398267617,0.7759515,0.17371878771260388,1.77,1.3421857490802132,,,0.9994920422189547,0.0005550785415352382,0.9978472620694749,0.0073849746490164524,0.8268155554886226,0.26576372426662265
dag_5_nodes_7_edges_none_random,org,5,7,50,0.08378520199999911,0.01599498220142821,8.32,5.534456078209733,0.682905,0.23938736446957073,2.362,1.769917558324485,,,0.9994920422189547,0.0005550785415352382,0.9978472620694749,0.0073849746490164524,0.9523870961478274,0.047304468333917264
dag_5_nodes_7_edges_semantics_ER,new,5,7,50,0.06359197600075277,0.005743587638448563,1.48,1.2655562623057202,1.0,0.0,0.0,0.0,,,0.999899671824238,0.00021051982955503013,1.0,0.0,0.9967580606197609,0.006564169694026868
dag_5_nodes_7_edges_semantics_ER,org,5,7,50,0.05723470999946585,0.006152794583741235,1.48,1.2655562623057202,0.92855,0.0,0.5,0.0,,,0.999899671824238,0.00021051982955503013,1.0,0.0,0.9967580606197609,0.006564169694026868
dag_5_nodes_7_edges_semantics_SF,new,5,4,50,0.05706435200030682,0.02386684040953388,7.74,5.333031454041493,0.7256113333333333,0.10600342913847477,1.36,0.5717856027482715,,,0.9607960309086107,0.036784502463394354,0.918439060939061,0.08208665678418489,0.8012879679283776,0.12744379887065377
dag_5_nodes_7_edges_semantics_SF,org,5,4,50,0.04562678799935384,0.023654100537316154,7.74,5.333031454041493,0.5663313333333333,0.10141694818210333,2.134,0.6173048729132543,,,0.9607960309086107,0.036784502463394354,0.918439060939061,0.08208665678418489,0.8012879679283776,0.12744379887065377
dag_5_nodes_7_edges_semantics_random,new,5,7,50,0.14801896800054237,0.0566014497971843,25.28,14.839329981023884,0.5901296,0.1397794352397251,3.3493333333333335,0.8798123898137836,,,0.9914404702400862,0.004465717803596175,0.9897654493182793,0.016103204749211876,0.6890234164664298,0.3009613900539558
dag_5_nodes_7_edges_semantics_random,org,5,7,50,0.12343214799970155,0.041694525106689063,22.1,11.080871549012484,0.42461039999999994,0.20662902050322565,4.3,1.3755889276812254,,,0.9914404702400862,0.004465717803596175,0.9897654493182793,0.016103204749211876,0.7818887323314982,0.18603524166405208
dag_10_nodes_10_edges_none_ER,new,8,10,50,0.5940803380007855,0.12571536987117105,49.92,11.965665165678956,0.7781958,0.05629958844619455,2.5840000000000005,0.5437436370727868,,,0.9937245909566524,0.002453925030210192,0.9917546361267459,0.00922947750730251,0.9108362229553063,0.025872989745556876
dag_10_nodes_10_edges_none_ER,org,8,10,50,0.5999051699988195,0.13936987922326052,49.92,11.965665165678956,0.7777957999999999,0.05548163353048361,2.588,0.5324720937403618,,,0.9937245909566524,0.002453925030210192,0.9917546361267459,0.00922947750730251,0.9108362229553063,0.025872989745556876
dag_10_nodes_10_edges_degrees_ER,new,10,10,50,0.4147366619994864,0.09783135178449263,56.08,13.65588756932783,0.6567546,0.07864798958754932,3.818,0.8225619510196822,,,0.9746122027545634,0.00671107601806019,0.9834570240359396,0.020437809175179626,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_ER,org,10,10,50,0.4005544499991811,0.09898709978948196,56.08,13.65588756932783,0.6504206,0.07372390575128591,3.878,0.7616550185923667,,,0.9746122027545634,0.00671107601806019,0.9834570240359396,0.020437809175179626,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_SF,new,10,9,50,0.4045734020002419,0.2719821162796834,51.98,44.35823095053752,0.7629426000000001,0.047726587691703674,2.858,0.6794625727404727,,,0.9936031784984931,0.004435314258945844,0.9941601160150078,0.006658128034340643,0.7839018022165125,0.25223809472241343
dag_10_nodes_10_edges_degrees_SF,org,10,9,50,0.37721956600027623,0.26004353104245886,51.98,44.35823095053752,0.7584207000000001,0.05328552120809527,2.8939999999999997,0.7435189359816368,,,0.9936031784984931,0.004435314258945844,0.9941601160150078,0.006658128034340643,0.7839018022165125,0.25223809472241343
dag_10_nodes_10_edges_degrees_random,new,10,10,50,0.2528982559996075,0.12059646527344015,39.96,23.411108474397363,0.5777716333333334,0.11662964918780329,5.392666666666667,1.243035747064711,,,0.9072887714704703,0.033037047210398365,0.9176637373251026,0.09890603567409519,0.5310122954575692,0.29179836254749
dag_10_nodes_10_edges_degrees_random,org,10,10,50,0.23790276600047947,0.12502851346943078,39.16,23.81592675809486,0.5372051666666667,0.1229221783375125,5.725333333333333,1.282439568621279,,,0.9072887714704703,0.033037047210398365,0.9099818771262678,0.10102828416866358,0.53410321908103,0.2924579808798317
dag_10_nodes_10_edges_none_SF,new,10,9,50,0.3635786100005498,0.22137649204060228,44.74,28.201758520941016,0.5487173333333333,0.12812377227817293,5.375333333333333,1.195699209098783,,,0.9440156732571094,0.03036263751659803,0.9499313963184187,0.051933370152136775,0.6833317848114636,0.20898310946758747
dag_10_nodes_10_edges_none_SF,org,10,9,50,0.3490305160003481,0.21216736016605747,44.58,28.00808192399516,0.5409715333333334,0.14011367574354527,5.435333333333333,1.3172569932987857,,,0.9440156732571094,0.03036263751659803,0.9499313963184187,0.051933370152136775,0.6874803916226091,0.19747922424536116
dag_10_nodes_10_edges_none_random,new,10,10,50,1.1915293899993413,0.3379168672056054,165.12,35.199512983643885,0.7590510666666667,0.08460154913920215,3.3913333333333333,1.0934314291483638,,,0.9742964868067223,0.010488732537954099,0.9988785046728972,0.007930169508634179,0.1965189329087211,0.13323120331880653
dag_10_nodes_10_edges_none_random,org,10,10,50,1.0982445520019974,0.2734517812807676,134.6,20.297783130184442,0.5333978666666667,0.07572613576931868,5.271,0.8987823080080118,,,0.9742964868067223,0.010488732537954099,0.998618764413157,0.008103477888763555,0.4362259506187439,0.16608892944905654
dag_10_nodes_10_edges_semantics_SF,new,10,9,50,0.31634695000044305,0.18079839191080943,40.4,26.28105548776572,0.7199639666666667,0.09077337772568024,3.563333333333333,1.0145260166938812,,,0.9669561681955906,0.013686684591197358,0.9603958956267249,0.045362463484658874,0.6382014812722935,0.23366911884017794
dag_10_nodes_10_edges_semantics_SF,org,10,9,50,0.29963444599998185,0.18130187373809303,40.4,26.28105548776572,0.7205472999999999,0.09144409012944486,3.56,1.017800750317536,,,0.9669561681955906,0.013686684591197358,0.9603958956267249,0.045362463484658874,0.6382014812722935,0.23366911884017794
dag_10_nodes_15_edges_degrees_SF,new,10,17,50,15.894875171999738,9.3366764967146,703.22,224.26180855310653,0.6069525,0.14123658544301487,8.21,2.3388685560434936,,,0.9957840674696401,0.0016102080219078212,1.0,0.0,0.29401602464956333,0.20765495543848764
dag_10_nodes_15_edges_degrees_SF,org,10,17,50,15.94290117199882,9.421178990605116,703.22,224.26180855310653,0.614172,0.14565395368993664,8.1,2.4369603013188543,,,0.9957840674696401,0.0016102080219078212,1.0,0.0,0.29401602464956333,0.20765495543848764
dag_10_nodes_15_edges_degrees_random,new,10,15,50,2.6575834820003363,0.6441528453717528,278.5,26.78047567820669,0.509362,0.11496634093046006,9.26,1.7356995884151405,,,0.9785966064371486,0.0047534036300225496,1.0,0.0,0.17132243015174262,0.10398704044655657
dag_10_nodes_15_edges_degrees_random,org,10,15,50,2.585760217999632,0.8350826772855948,265.04,33.898383562690185,0.41238199999999997,0.11580125997693162,10.39,1.7475639020753244,,,0.9785966064371486,0.0047534036300225496,1.0,0.0,0.27464760874091515,0.04007265470771024
dag_10_nodes_15_edges_none_SF,new,10,17,50,4.959781227999774,2.763084780352845,311.7,130.87948187363136,0.6191153,0.10144960908344994,8.595333333333333,1.8521178660034463,,,0.9925059528154289,0.0026009769087739004,1.0,0.0,0.3859438977483402,0.3032264660476746
dag_10_nodes_15_edges_none_SF,org,10,17,50,5.080530420000141,3.2454506788689232,302.88,118.1661991105955,0.6044601333333334,0.12349752558954062,8.951333333333332,2.294696735208373,,,0.9925059528154289,0.0026009769087739004,1.0,0.0,0.4172127121794539,0.28284575948126955
dag_10_nodes_15_edges_none_random,new,10,15,50,9.310818498000152,2.715317987073379,548.52,88.40358289904178,0.7177168,0.13376797392011985,5.766,1.9740779299382754,,,0.9963281304203169,0.0017124928354675599,1.0,0.0,0.19439781656575028,0.08006337147962822
dag_10_nodes_15_edges_none_random,org,10,15,50,9.419471813999117,2.6378727354393776,548.52,88.40358289904178,0.7233700000000001,0.13456047460725834,5.69,1.96107529853665,,,0.9963281304203169,0.0017124928354675599,1.0,0.0,0.19439781656575028,0.08006337147962822
dag_10_nodes_15_edges_semantics_ER,new,10,15,50,2.6912435820003155,0.4094294640668296,260.56,31.357816458759117,0.6076531666666667,0.1146680304025504,7.403333333333333,1.6663571141103075,,,0.9857126824799132,0.004093469127730564,1.0,0.0,0.2959510275231305,0.17160039046526818
dag_10_nodes_15_edges_semantics_ER,org,10,15,50,2.812031929999648,0.497828332087119,258.06,30.38555645066134,0.5434981333333334,0.14387543451025525,8.16,2.0108887262570634,,,0.9857126824799132,0.004093469127730564,1.0,0.0,0.31271889660967334,0.15973562099295002
dag_10_nodes_15_edges_semantics_SF,new,10,17,50,6.211037286000209,2.6167830458138197,402.72,72.24816641978126,0.5801502666666667,0.15194614311387988,8.924,2.512039400589365,,,0.9969202693212612,0.001189988478506823,1.0,0.0,0.19538959784046003,0.08247199012349568
dag_10_nodes_15_edges_semantics_SF,org,10,17,50,6.0480351299993345,2.708617109109722,402.14,71.66219223494609,0.5223751999999999,0.15914166705748914,9.823666666666666,2.6484455929765516,,,0.9969202693212612,0.001189988478506823,1.0,0.0,0.19731665297040799,0.08318295007905308
dag_10_nodes_15_edges_semantics_random,new,10,15,50,2.605712169999315,0.6012627032541372,257.88,49.13896994592925,0.6318505,0.115152680865272,7.35,1.6910629431073876,,,0.9866712890591145,0.003897255692326202,0.9992313225773302,0.0041182347946828735,0.2532148685785864,0.24712714605123615
dag_10_nodes_15_edges_semantics_random,org,10,15,50,2.723828835998138,0.6752177768433143,253.34,48.35650347752026,0.5284777666666667,0.10302462447739674,8.620666666666667,1.5791138190500198,,,0.9866712890591145,0.003897255692326202,0.9992313225773302,0.0041182347946828735,0.28624086247062686,0.23027231287423972
dag_15_nodes_15_edges_degrees_ER,new,14,15,50,2.402950440001732,0.984588906655177,181.92,55.531142209593,0.5679742333333333,0.14063728958371025,7.783333333333334,2.000561145768652,,,0.9611968661242543,0.010510501828111748,0.9997242140099283,0.00193050193050193,0.35750422725184317,0.2018039440420533
dag_15_nodes_15_edges_degrees_ER,org,14,15,50,2.301239214001398,0.8992661524592946,181.92,55.531142209593,0.5628456333333333,0.13945394853582463,7.847333333333333,1.9834929907727032,,,0.9611968661242543,0.010510501828111748,0.9997242140099283,0.00193050193050193,0.35750422725184317,0.2018039440420533
dag_15_nodes_15_edges_degrees_SF,new,15,14,50,2.580821038000286,0.6969592739019529,164.1,27.975390059471767,0.6496030333333332,0.07664796026864341,6.167999999999999,1.1650418228456831,,,0.940010341547781,0.016216837092615167,0.9879559131696621,0.015244909748787354,0.5300781820552739,0.14061280740639384
dag_15_nodes_15_edges_degrees_SF,org,15,14,50,2.4929923259999485,0.5310102848487049,164.1,27.975390059471767,0.6433295333333333,0.07352262635369862,6.26,1.1184902360607645,,,0.940010341547781,0.016216837092615167,0.9879559131696621,0.015244909748787354,0.5300781820552739,0.14061280740639384
dag_15_nodes_15_edges_degrees_random,new,15,15,50,2.6714359300004435,0.6954060599672379,170.36,30.54388612458861,0.7351951,0.062196184118218596,4.692,1.0460499071092475,,,0.9600300211453643,0.011792565417176229,0.9950656058959582,0.00996608011677907,0.5944636168038805,0.07490868227535084
dag_15_nodes_15_edges_degrees_random,org,15,15,50,2.6359702819990343,0.6201896481238511,170.36,30.54388612458861,0.7321608999999999,0.06051250760987096,4.736000000000001,1.0516769892870714,,,0.9600300211453643,0.011792565417176229,0.9950656058959582,0.00996608011677907,0.5944636168038805,0.07490868227535084
dag_15_nodes_15_edges_none_random,new,15,15,50,3.1276211799986777,0.4238106871981043,194.64,24.631786333093746,0.7267134,0.06229432147639208,4.798,0.9425302463614218,,,0.9566124596865516,0.00929488132679984,0.9972601014291438,0.006888933280871097,0.6540271856956932,0.0896414626265806
dag_15_nodes_15_edges_none_random,org,15,15,50,3.237498147999868,0.4677005964535997,194.64,24.631786333093746,0.7442531,0.061330574564554374,4.556,0.9374651013912628,,,0.9566124596865516,0.00929488132679984,0.9972601014291438,0.006888933280871097,0.6540271856956932,0.0896414626265806
dag_15_nodes_15_edges_semantics_ER,new,15,15,50,1.9123009779982385,0.5350741482419861,134.66,42.27683787144166,0.7200067,0.09111058539381603,5.649333333333334,1.5656783682590965,,,0.9735693180451467,0.007080037685892989,0.991325148116505,0.012935722347504421,0.54468024426595,0.2253333484723015
dag_15_nodes_15_edges_semantics_ER,org,15,15,50,1.8919095540005946,0.537030071110206,134.66,42.27683787144166,0.6327537666666667,0.12853923258560895,6.772666666666667,2.010084439963235,,,0.9735693180451467,0.007080037685892989,0.991325148116505,0.012935722347504421,0.54468024426595,0.2253333484723015
dag_15_nodes_15_edges_semantics_SF,new,15,14,50,1.8192196459998378,0.4721918712050298,137.24,30.452746935512522,0.6725521666666667,0.052234765157617304,6.44,0.9127218768550449,,,0.9630950948473956,0.009509457520178517,0.9880773886182795,0.018419475091939586,0.5890634763099432,0.12905349116329928
dag_15_nodes_15_edges_semantics_SF,org,15,14,50,1.8478842200009966,0.44351484658436435,134.54,31.631945877546013,0.6511502333333332,0.03621892171886573,6.6866666666666665,0.7648751621051911,,,0.9630950948473956,0.009509457520178517,0.9861225267027731,0.01965045732955292,0.5993512272660855,0.13459002071363946
dag_15_nodes_15_edges_semantics_random,new,15,15,50,2.9175698259990894,0.6240788860990292,200.94,39.53939394413359,0.7655647999999999,0.12325086948387264,4.615333333333334,2.061846584464635,,,0.9093554821782068,0.014756508408453524,0.9866743208178611,0.027431269169437562,0.45281606744254854,0.20848300840172732
dag_15_nodes_15_edges_semantics_random,org,15,15,50,2.9181468199982192,0.6517950997409977,200.94,39.53939394413359,0.7629849,0.1345031462096553,4.6419999999999995,2.1760374021395417,,,0.9093554821782068,0.014756508408453524,0.9866743208178611,0.027431269169437562,0.45281606744254854,0.20848300840172732
dag_15_nodes_22_edges_degrees_ER,new,15,22,50,3.299871497998538,0.6214641922041776,189.12,39.74748868976325,0.6131125000000001,0.04853880026426391,11.355333333333332,0.9346834258592391,,,0.9546809269770545,0.0070510230015591565,0.9911778947856362,0.020603922690928245,0.6867880738358397,0.12410205421261568
dag_15_nodes_22_edges_degrees_ER,org,15,22,50,3.343619210000907,0.6550636335793647,189.12,39.74748868976325,0.6149886333333333,0.044872176491608975,11.325999999999999,0.871032696965891,,,0.9546809269770545,0.0070510230015591565,0.9911778947856362,0.020603922690928245,0.6867880738358397,0.12410205421261568
dag_15_nodes_22_edges_degrees_SF,new,15,14,50,2.237535607999016,0.5056156346928719,167.5,34.418937596999164,0.5719709666666667,0.12463992523958375,7.734333333333333,1.718613617553378,,,0.9075460890887945,0.026544247843901015,0.979147783228203,0.027239040210709727,0.398633616829287,0.19847962732007582
dag_15_nodes_22_edges_degrees_SF,org,15,14,50,2.136299273998884,0.6396382755162847,167.5,34.418937596999164,0.5627984333333333,0.13861787518292104,7.828666666666667,1.8572894936004318,,,0.9075460890887945,0.026544247843901015,0.979147783228203,0.027239040210709727,0.398633616829287,0.19847962732007582
dag_15_nodes_22_edges_degrees_random,new,15,22,50,10.42179912599997,2.932391204243181,485.3,54.49442959737131,0.5037105000000001,0.08730211970128067,13.280666666666667,1.7112816271018154,,,0.9224020562840536,0.01421195236900349,1.0,0.0,0.16676523838592966,0.12779513491135228
dag_15_nodes_22_edges_degrees_random,org,15,22,50,10.428985485999728,3.0155105180784396,485.3,54.49442959737131,0.5051006333333333,0.08045349090180515,13.255999999999998,1.5793227401200545,,,0.9224020562840536,0.01421195236900349,1.0,0.0,0.16676523838592966,0.12779513491135228
dag_15_nodes_22_edges_none_SF,new,15,14,50,1.2123572019996935,0.21446195246616087,132.06,24.16221540052204,0.6839212,0.028063724689152914,5.728,0.5264590997157037,,,0.9557119297365527,0.010676543262123219,0.9817816980574454,0.023513736835217933,0.622368843592741,0.07008632848924642
dag_15_nodes_22_edges_none_SF,org,15,14,50,1.1979870059998938,0.21734063840330653,132.06,24.16221540052204,0.6231904,0.03670365476769476,6.476,0.5156964777297369,,,0.9557119297365527,0.010676543262123219,0.9817816980574454,0.023513736835217933,0.622368843592741,0.07008632848924642
dag_15_nodes_22_edges_none_random,new,15,22,50,10.149134422000497,3.5096840817459363,458.18,90.31299090679376,0.6886699000000001,0.12389064919372593,8.722000000000001,2.789359519784469,,,0.9388916212415641,0.010937509501420582,0.996910009728864,0.004533613725057444,0.6815755649184274,0.13616116639627598
dag_15_nodes_22_edges_none_random,org,15,22,50,10.242420150000545,3.538929698638217,458.18,90.31299090679376,0.6847849666666668,0.1297846657375199,8.81,2.942597075887287,,,0.9388916212415641,0.010937509501420582,0.996910009728864,0.004533613725057444,0.6815755649184274,0.13616116639627598
dag_15_nodes_22_edges_semantics_ER,new,15,22,50,9.382050112000142,3.9191423419467077,510.14,146.250276120444,0.5911500000000001,0.08737005026124832,10.654000000000002,1.6414540592326754,,,0.9742689692044908,0.007047795506219608,1.0,0.0,0.5258047672204161,0.18040259251526786
dag_15_nodes_22_edges_semantics_ER,org,15,22,50,9.432382030000154,3.9842046851928328,510.14,146.250276120444,0.5883343,0.09241972870048593,10.708,1.750782915248641,,,0.9742689692044908,0.007047795506219608,1.0,0.0,0.5258047672204161,0.18040259251526786
dag_15_nodes_22_edges_semantics_random,new,15,22,50,7.872889163999644,4.907671640048587,464.4,200.56125330315078,0.7160363,0.0670899793524438,9.000666666666666,1.661358758718317,,,0.9565005119475554,0.010856869905299008,0.9999303135888502,0.0004927573388059707,0.5209657220341258,0.27606993208702235
dag_15_nodes_22_edges_semantics_random,org,15,22,50,8.254225961998163,5.225597290256058,459.88,193.4383453956008,0.5806494333333333,0.11812398690952866,11.690666666666665,2.4152579990166805,,,0.9565005119475554,0.010856869905299008,0.9992896430084746,0.003614316794175539,0.5312982249711687,0.2697320155223119
