dataset,num_nodes,num_edges,impl,seed,time,remove_n,n_models_enumerated,n_dag_models,n_cpdag_models,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1,prior_filename,prior_forbidden_length,prior_forbidden_Precision,prior_forbidden_Recall,prior_forbidden_F1,prior_required_length,prior_required_Precision,prior_required_Recall,prior_required_F1
dag_10_nodes_10_edges_degrees_ER,10,10,org,1428,0.3929905999975744,59,7,3,1,8.0,0.125,0.7000000000000001,0.0285666666666666,0.875,0.7000000000000001,0.7778,3.0,,8.0,0.0,0.8000000000000002,0.0,0.625,0.5,0.5556,2.0,,,0.9664975221159564,1.0,0.6146788990825688,0.7613636363636362,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,8328,0.5915557000116678,75,9,5,1,10.0,0.2999999999999999,0.7,0.0857,0.7,0.7,0.7,3.0,,10.0,0.1,0.9,0.0286,0.7,0.7,0.7,1.0,,,0.9789380872701414,0.9813084112149532,0.6774193548387096,0.8015267175572518,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,8289,0.3717847999942023,54,6,5,1,9.0,0.35552,0.58,0.09142,0.64448,0.58,0.6105200000000001,4.2,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9593109615693686,0.9545454545454546,0.6176470588235294,0.75,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,5978,0.3310981999966316,49,11,5,1,8.0,0.35,0.52,0.07998,0.65,0.52,0.5778000000000001,4.8,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9736365734071112,1.0,0.6395348837209303,0.7801418439716312,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,5511,0.4127767999889329,52,7,5,2,9.0,0.26664,0.6599999999999999,0.06856,0.73336,0.6599999999999999,0.6947400000000001,3.4,,9.0,0.13332,0.78,0.0343,0.6667,0.6,0.6316,2.4,,,0.9783806913989684,0.9864864864864864,0.6952380952380952,0.8156424581005586,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,5864,0.2714361999969696,40,6,5,1,8.0,0.325,0.54,0.07428,0.675,0.54,0.60002,4.6,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9802644951103578,0.9661016949152542,0.6785714285714286,0.7972027972027973,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,606,0.4967285000020638,67,12,5,1,10.0,0.3199999999999999,0.68,0.0914199999999999,0.68,0.68,0.68,3.2,,10.0,0.1,0.9,0.0286,0.7,0.7,0.7,1.0,,,0.9811038018226296,1.0,0.7071428571428572,0.8284518828451882,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,1933,0.4250329000060446,52,7,5,1,9.0,0.35552,0.5800000000000001,0.09142,0.6444799999999999,0.5800000000000001,0.6105200000000001,4.2,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9770235052150806,1.0,0.6981132075471698,0.8222222222222222,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,6071,0.2786398000025656,42,6,5,2,8.0,0.2,0.64,0.0457,0.8,0.64,0.7111400000000001,3.6,,8.0,0.05,0.76,0.01144,0.625,0.5,0.5556,2.4,,,0.9783360323983884,0.9827586206896552,0.6785714285714286,0.8028169014084507,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,5504,0.4811848999961512,64,8,5,1,10.0,0.18,0.82,0.05142,0.82,0.82,0.82,1.8,,10.0,0.0,1.0,0.0,0.7,0.7,0.7,0.0,,,0.985824439816216,1.0,0.7194244604316546,0.8368200836820083,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,5163,0.4816346000006888,64,8,5,1,9.0,0.3999799999999999,0.54,0.10286,0.60002,0.54,0.5684199999999999,4.6,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9589423981919964,1.0,0.6181818181818182,0.7640449438202247,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,2406,0.4154875999956857,60,6,5,1,9.0,0.3333199999999999,0.6,0.0857199999999999,0.66668,0.6,0.63158,4.0,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9811230834109635,0.9746835443037974,0.6363636363636364,0.77,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,304,0.4154740999947535,60,8,5,1,9.0,0.17776,0.74,0.0457,0.8222400000000001,0.74,0.7789400000000001,2.6,,9.0,0.0,0.9,0.0,0.6667,0.6,0.6316,1.0,,,0.983626981358051,1.0,0.6578947368421053,0.7936507936507937,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,3391,0.4728961999935563,71,6,5,1,8.0,0.325,0.54,0.07428,0.675,0.54,0.60002,4.6,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9720529339143158,1.0,0.5517241379310345,0.7111111111111111,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,359,0.4175493999937316,61,6,5,1,9.0,0.13332,0.7799999999999999,0.03428,0.86668,0.7799999999999999,0.82104,2.2,,9.0,0.0,0.9,0.0,0.6667,0.6,0.6316,1.0,,,0.977340478294682,1.0,0.6859504132231405,0.8137254901960784,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,9096,0.5171773000038229,66,11,5,1,10.0,0.44,0.5599999999999999,0.12572,0.5599999999999999,0.5599999999999999,0.5599999999999999,4.4,,10.0,0.3,0.7,0.0857,0.5,0.5,0.5,3.0,,,0.97862167249831,1.0,0.7162162162162162,0.8346456692913385,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,3533,0.3464658000011695,54,6,5,2,8.0,0.25,0.6,0.05714,0.75,0.6,0.66668,4.0,,8.0,0.05,0.76,0.01144,0.625,0.5,0.5556,2.4,,,0.9785678914852552,1.0,0.5869565217391305,0.7397260273972603,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,4125,0.3168893999973079,46,6,5,1,8.0,0.35,0.52,0.07998,0.65,0.52,0.5778000000000001,4.8,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9743346612387368,0.9833333333333332,0.6629213483146067,0.7919463087248322,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,3094,0.4394252999918535,59,7,5,1,10.0,0.44,0.5599999999999999,0.12572,0.5599999999999999,0.5599999999999999,0.5599999999999999,4.4,,10.0,0.3,0.7,0.0857,0.5,0.5,0.5,3.0,,,0.9829147468620651,0.9906542056074766,0.762589928057554,0.8617886178861789,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,org,6398,0.480135199992219,66,7,5,1,10.0,0.28,0.7200000000000001,0.07998,0.7200000000000001,0.7200000000000001,0.7200000000000001,2.8,,10.0,0.1,0.9,0.0286,0.7,0.7,0.7,1.0,,,0.981593194732458,0.99,0.6875,0.8114754098360656,dag_10_nodes_10_edges_degrees_ER,,,,,,,,
dag_10_nodes_10_edges_degrees_ER,10,10,new,7816,0.4746884000051068,62,9,5,1,9.0,0.28886,0.64,0.07428,0.7111400000000001,0.64,0.67368,3.6,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9816240761110474,0.9863013698630136,0.6260869565217392,0.7659574468085107,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,3578,0.4415466000064043,59,7,5,1,9.0,0.31108,0.6199999999999999,0.07998,0.6889200000000001,0.6199999999999999,0.65262,3.8,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9785942711000558,1.0,0.6607142857142857,0.7956989247311829,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2656,0.3211249000014504,33,6,5,1,9.0,0.35552,0.58,0.09142,0.64448,0.58,0.61052,4.2,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.968993909797277,0.9310344827586208,0.7941176470588235,0.8571428571428571,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2688,0.4051160000090021,57,6,5,1,9.0,0.26664,0.6599999999999999,0.0685399999999999,0.73336,0.6599999999999999,0.69472,3.4,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9597027551829042,0.9836065573770492,0.6185567010309279,0.759493670886076,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2494,0.2587965999991866,33,6,5,1,8.0,0.3,0.56,0.06856,0.7,0.56,0.62224,4.4,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.981383595208716,0.9545454545454546,0.7590361445783133,0.8456375838926175,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,183,0.2710354000009829,30,6,5,1,9.0,0.3333,0.6,0.0857,0.6667000000000001,0.6,0.63156,4.0,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9730618244281448,0.9555555555555556,0.8431372549019608,0.8958333333333333,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,7977,0.2911076000018511,37,7,5,1,9.0,0.3555399999999999,0.5800000000000001,0.09142,0.64446,0.5800000000000001,0.61052,4.2,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9663618386951632,0.9397590361445785,0.7722772277227723,0.8478260869565218,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,3199,0.2924487999989651,42,12,5,1,8.0,0.35,0.52,0.07998,0.65,0.52,0.5778000000000001,4.8,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9689735044581564,0.9454545454545454,0.6265060240963856,0.753623188405797,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,316,0.4400555999891367,65,6,5,2,9.0,0.35552,0.5800000000000001,0.09142,0.6444799999999999,0.5800000000000001,0.6105200000000001,4.2,,9.0,0.13332,0.7799999999999999,0.0343,0.6667,0.6,0.6316,2.4,,,0.976024372445128,1.0,0.5982905982905983,0.748663101604278,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,8266,0.2985940999933518,38,6,5,1,9.0,0.31108,0.6199999999999999,0.07998,0.6889200000000001,0.6199999999999999,0.65262,3.8,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9822136389353144,0.975609756097561,0.8,0.8791208791208791,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,1532,0.2881079000071622,41,4,3,1,8.0,0.125,0.7000000000000001,0.0285666666666666,0.875,0.7000000000000001,0.7778,3.0,,8.0,0.0,0.8000000000000002,0.0,0.625,0.5,0.5556,2.0,,,0.9755648867605704,0.96875,0.6888888888888889,0.8051948051948051,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,1009,0.4333967999991728,52,6,5,1,9.0,0.35552,0.5800000000000001,0.09142,0.6444799999999999,0.5800000000000001,0.6105200000000001,4.2,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.980758382253835,1.0,0.7128712871287128,0.8323699421965318,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2250,0.4770000999997137,69,6,5,1,9.0,0.37774,0.5599999999999999,0.09714,0.62226,0.5599999999999999,0.5894600000000001,4.4,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.9738794900463784,1.0,0.5689655172413793,0.7252747252747253,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,4447,0.4830481999961193,69,14,5,1,9.0,0.2222,0.7000000000000001,0.0571199999999999,0.7778,0.7000000000000001,0.73682,3.0,,9.0,0.1111,0.8,0.0286,0.6667,0.6,0.6316,2.0,,,0.964203945789002,1.0,0.5882352941176471,0.7407407407407407,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,2415,0.3309349000046495,43,4,3,1,8.0,0.125,0.7000000000000001,0.0285666666666666,0.875,0.7000000000000001,0.7778,3.0,,8.0,0.0,0.8000000000000002,0.0,0.625,0.5,0.5556,2.0,,,0.9757795680492846,0.953846153846154,0.6813186813186813,0.7948717948717949,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,3595,0.3516715000005206,51,4,2,1,8.0,0.3125,0.55,0.0713999999999999,0.6875,0.55,0.61115,4.5,,8.0,0.25,0.6,0.0571,0.625,0.5,0.5556,5.0,,,0.9598431451635074,0.9661016949152542,0.6195652173913043,0.7549668874172185,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
dag_10_nodes_10_edges_degrees_ER,10,10,new,4187,0.2481961000012233,31,7,5,1,8.0,0.325,0.5399999999999999,0.07428,0.675,0.5399999999999999,0.60002,4.6,,8.0,0.125,0.7,0.0286,0.625,0.5,0.5556,3.0,,,0.9750838014955104,0.9375,0.75,0.8333333333333334,dag_10_nodes_10_edges_degrees_ER,1.0,1.0,0.0125,0.024691358,0.0,0.0,0.0,0.0
