,,meta,meta,meta,time,time,remove_n,remove_n,dag_F1,dag_F1,dag_shd,dag_shd,dag_sid,dag_sid,AP,AP,CIT_Precision,CIT_Precision,CIT_F1,CIT_F1
dag_5_nodes_5_edges_semantics_ER,new,5,5,50,0.09275692017748946,0.02676750303151975,2.52,3.8663382454942337,0.7946664,0.0377142472813657,1.032,0.22627416997969524,3.5780000000000003,0.5515432893255071,0.998772419242995,0.002368238129507051,1.0,0.0,0.9492194380903648,0.0760583089364403
dag_5_nodes_5_edges_semantics_ER,org,5,5,50,0.09742448283359405,0.026083310990984012,2.52,3.8663382454942337,0.7919996,0.056571370922048565,1.044,0.3111269837220809,3.6260000000000003,0.89095454429505,0.998772419242995,0.002368238129507051,1.0,0.0,0.9492194380903648,0.0760583089364403
dag_5_nodes_5_edges_semantics_SF,new,5,4,50,0.05410264171659941,0.014562587484750927,0.5,2.168889492955568,0.995556,0.03142382535593016,0.03,0.21213203435596423,0.03,0.21213203435596423,0.9994752816557769,0.0023126587130916747,0.990990990990991,0.015604061329449321,0.8889039201539202,0.0568545374975829
dag_5_nodes_5_edges_semantics_SF,org,5,4,50,0.0598099799547344,0.020302161818067717,0.5,2.168889492955568,0.7474447999999999,0.018067992472878665,1.024,0.16970562748477142,4.024,0.16970562748477142,0.9994752816557769,0.0023126587130916747,0.990990990990991,0.015604061329449321,0.8889039201539202,0.0568545374975829
dag_5_nodes_5_edges_semantics_random,new,5,5,50,0.15161744620651002,0.03235114646113602,11.04,3.827718455088955,0.9595560000000001,0.07661019583660157,0.21,0.40519584581950957,0.97,1.8361728165521074,0.991624851496268,0.005644889232303091,0.9994117647058823,0.004159451654038516,0.9033466318733911,0.05613668343266353
dag_5_nodes_5_edges_semantics_random,org,5,5,50,0.15742471062578256,0.02729264289130349,11.04,3.827718455088955,0.7973335,0.018855002320339282,1.02,0.14142135623730948,4.741666666666667,0.1861487591799033,0.991624851496268,0.005644889232303091,0.9994117647058823,0.004159451654038516,0.9033466318733911,0.05613668343266353
dag_5_nodes_7_edges_degrees_ER,new,5,7,50,0.3184896124247461,0.11055172513491629,8.64,2.632295498578519,0.8667270666666665,0.04380988431342346,1.1173333333333333,0.5189488765841358,5.105333333333333,0.4999936507533378,0.9988287931873115,0.0008874904646109473,1.0,0.0,0.9509086436115567,0.029260607194503487
dag_5_nodes_7_edges_degrees_ER,org,5,7,50,0.3361550533119589,0.08774550588042856,8.64,2.632295498578519,0.8558553333333333,0.07184262329561371,1.1906666666666665,0.6788024669339721,5.402666666666667,1.4934450881410124,0.9988287931873115,0.0008874904646109473,1.0,0.0,0.9509086436115567,0.029260607194503487
dag_5_nodes_7_edges_degrees_SF,new,5,4,50,0.05405058640986676,0.021214432247875028,3.94,4.047725488796524,0.667825,0.12986984114010114,1.69,0.48329228068677915,3.7,2.1213203435596424,0.959317684080712,0.019508506166540086,0.8718241931173155,0.06172032186185908,0.8757769730867718,0.06571156520253982
dag_5_nodes_7_edges_degrees_SF,org,5,4,50,0.059438568372279364,0.026195457637938735,3.94,4.047725488796524,0.6773483333333334,0.10135253450210313,1.69,0.48329228068677915,3.725,2.197081784401058,0.959317684080712,0.019508506166540086,0.8718241931173155,0.06172032186185908,0.8757769730867718,0.06571156520253982
dag_5_nodes_7_edges_degrees_random,new,5,7,50,0.271430713776499,0.06927343983092248,38.42,10.07338380210393,0.688956,0.09061311998979903,3.4,0.749149177264394,9.6,1.8210783977117093,0.9939442595488033,0.005154360872012663,0.997058275058275,0.012662566119085077,0.32130590167992445,0.20414969359109658
dag_5_nodes_7_edges_degrees_random,org,5,7,50,0.17630033818073568,0.06044637972586317,16.12,4.926562737666421,0.4802322666666667,0.11944658762385858,4.496666666666667,0.9242819116233938,13.259333333333334,2.2628548380619975,0.9939442595488033,0.005154360872012663,0.985778099118954,0.04519213013578934,0.8786408639472149,0.046867496216154075
dag_5_nodes_7_edges_none_ER,new,5,7,50,0.2961528139002621,0.07201910699409816,14.4,5.851914042361155,0.920149,0.02128907569335857,0.85,0.35355339059327373,3.33,0.5307868629474084,0.9983932004146441,0.002054024638422711,1.0,0.0,0.8883650598699364,0.05997521156669386
dag_5_nodes_7_edges_none_ER,org,5,7,50,0.28446892797015605,0.09738550493324868,7.02,5.9778161325258,0.5624627333333333,0.07551579245771715,3.2746666666666666,0.584670382166151,10.509333333333334,1.4272222200155522,0.9983932004146441,0.002054024638422711,0.9910051280978251,0.01551339828333276,0.9498497433083863,0.055941398005634774
dag_5_nodes_7_edges_none_SF,new,5,4,50,0.03512780637480314,0.026501147189141597,2.42,4.598535703052104,0.5466583333333334,0.0899718450071517,2.2966666666666664,0.443253790623943,4.11,0.7511216103064721,0.9130015636141855,0.05699681252353752,0.9659507223942209,0.05957415176785915,0.6860106185890759,0.2785930063978167
dag_5_nodes_7_edges_none_SF,org,5,4,50,0.03661522694863374,0.026061039417308307,2.36,4.570357017269671,0.49284,0.11526274996985042,2.736666666666667,0.64513705060162,6.1433333333333335,1.823570169547996,0.9130015636141855,0.05699681252353752,0.9534507223942208,0.0717014562104969,0.6845400303537817,0.277879890927531
dag_5_nodes_7_edges_none_random,new,5,7,50,0.3577524431236088,0.0968841444647424,19.28,22.788324973592086,0.9240215,0.0876060931172913,0.835,0.9252826374593188,2.115,2.707326605147369,0.9994920422189548,0.0005550785415352371,0.9978033286423214,0.007454900262036234,0.7714166424720001,0.35302316040885046
dag_5_nodes_7_edges_none_random,org,5,7,50,0.33569254863075915,0.08287785056297911,8.72,7.284425656347736,0.678993,0.2359598543473135,2.386,1.7540635038419232,9.314,4.993274796892207,0.9994920422189548,0.0005550785415352371,0.9978033286423214,0.007454900262036234,0.9432264480835343,0.09374205202536583
dag_5_nodes_7_edges_semantics_ER,new,5,7,50,0.47314121773466467,0.06229161198517813,71.2,1.9794866372215747,,,,,,,0.999899671824238,0.0002105198295550185,,,,
dag_5_nodes_7_edges_semantics_ER,org,5,7,50,0.3146912010479718,0.060935816874600236,1.48,1.2655562623057202,0.92855,0.0,0.5,0.0,2.0,0.0,0.999899671824238,0.0002105198295550185,1.0,0.0,0.9961405483568582,0.007003885678822876
dag_5_nodes_7_edges_semantics_SF,new,5,4,50,0.06871367671526964,0.03090651700279969,7.74,5.333031454041493,0.5474751333333333,0.10989230435702933,2.166,0.6432094272839436,6.4993333333333325,1.9853944015497813,0.9607960309086107,0.03678450246339434,0.9230530108189683,0.0825538985957393,0.7939233701365719,0.12797488596707324
dag_5_nodes_7_edges_semantics_SF,org,5,4,50,0.0725096231140196,0.03495578801862244,7.74,5.333031454041493,0.5451895333333333,0.10962524293549669,2.166,0.6419390269221169,6.4993333333333325,1.9816904531621968,0.9607960309086107,0.03678450246339434,0.9230530108189683,0.0825538985957393,0.7939233701365719,0.12797488596707324
dag_5_nodes_7_edges_semantics_random,new,5,7,50,0.40078926932998,0.08872937920070943,51.38,5.9070694415890435,0.826164,0.06326641356766077,2.02,0.5886685079439005,6.48,2.0428071921965123,0.9914404702400862,0.0044657178035961646,1.0,0.0,0.1396978613317633,0.1004841521945494
dag_5_nodes_7_edges_semantics_random,org,5,7,50,0.28792964586056763,0.0528901864417839,25.66,16.000778042307303,0.5319156666666667,0.18180871380404012,3.702,1.155905864396811,11.880666666666666,3.4634802860143408,0.9914404702400862,0.0044657178035961646,0.9897654493182793,0.016103204749211876,0.6644402626961717,0.35746715988662564
dag_10_nodes_10_edges_none_ER,new,8,10,50,1.7606339753698557,0.2095567722475071,149.92,18.424517826604234,0.51841,0.025620298473623456,5.06,0.23989793748209515,44.18,1.3200185527453157,0.9937245909566524,0.002453925030210217,1.0,0.0,0.4353026377372223,0.026202201469684664
dag_10_nodes_10_edges_none_ER,org,8,10,50,1.2753310671634972,0.17114059139805674,49.92,11.965665165678956,0.7781958,0.05629958844619455,2.5840000000000005,0.5437436370727868,21.607999999999997,4.631150369130394,0.9937245909566524,0.002453925030210217,0.9917546361267459,0.00922947750730252,0.9108362229553063,0.02587298974555688
dag_10_nodes_10_edges_degrees_ER,new,10,10,50,0.6855082605965436,0.18588375921209288,56.08,13.65588756932783,0.7010522,0.06882500056828542,3.4019999999999997,0.7277278028920158,19.018,4.531508286094021,0.9746122027545634,0.006711076018060196,0.9834570240359396,0.02043780917517961,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_ER,org,10,10,50,0.6829439338576049,0.19230795864436215,56.08,13.65588756932783,0.6495506,0.08163031210729685,3.8819999999999997,0.8707702431333596,20.226,5.29777812495243,0.9746122027545634,0.006711076018060196,0.9834570240359396,0.02043780917517961,0.7905200585930082,0.045077179553324874
dag_10_nodes_10_edges_degrees_SF,new,10,9,50,0.5228905307967215,0.25818920253749633,53.14,47.231954766031095,0.829279,0.03867953908563999,2.3133333333333335,0.6287157121561526,3.14,0.4848732213850611,0.9936031784984931,0.004435314258945832,0.9941601160150078,0.006658128034340642,0.7727833691897132,0.2774535442761317
dag_10_nodes_10_edges_degrees_SF,org,10,9,50,0.5480490457918495,0.26754498452070463,52.66,45.80954806454165,0.7574153,0.05542102584327009,2.9019999999999997,0.738031026392771,5.57,1.4931476135728736,0.9936031784984931,0.004435314258945832,0.9941601160150078,0.006658128034340642,0.7769049848911064,0.26800990445608674
dag_10_nodes_10_edges_degrees_random,new,10,10,50,0.2888674764987081,0.13818280005474443,39.38,22.73798404360745,0.6155944999999999,0.10977453953220119,5.068666666666667,1.2262003698167665,18.61466666666667,3.8252112119890227,0.9072887714704703,0.03303704721039838,0.9352269949612154,0.08186495823778375,0.5244725894676103,0.2637398042473441
dag_10_nodes_10_edges_degrees_random,org,10,10,50,0.28485913657583295,0.13167927979267385,38.58,23.1341165151984,0.5288181000000001,0.13513435122985593,5.792000000000001,1.36262568331676,23.272333333333336,5.735671894919357,0.9072887714704703,0.03303704721039838,0.9268771469190038,0.08635980251910977,0.5278322890583285,0.26461731504294006
dag_10_nodes_10_edges_none_SF,new,10,9,50,0.35468154612928626,0.2008296629683165,44.76,28.10734525249329,0.5617823333333333,0.12394610171333337,5.282666666666667,1.202797947493398,9.812666666666667,4.839561504470786,0.9440156732571094,0.03036263751659804,0.952392870516735,0.05192778742166419,0.6871111312660416,0.1975812048607052
dag_10_nodes_10_edges_none_SF,org,10,9,50,0.36224504631944,0.20694958923165666,44.58,28.00808192399516,0.5422486333333333,0.13808993895361923,5.423333333333334,1.2909285799917267,10.939333333333334,6.053606672182839,0.9440156732571094,0.03036263751659804,0.9499313963184187,0.05193337015213679,0.6874803916226091,0.19747922424536116
dag_10_nodes_10_edges_none_random,new,10,10,50,1.000385305462405,0.1973319084347479,131.56,23.079419226590925,0.683725,0.07090048231752126,3.7,0.775912892228587,10.08,2.1125475480701357,0.9742964868067222,0.01048873253795412,0.999134718822594,0.00455756592829519,0.48299593682318637,0.11984896700436902
dag_10_nodes_10_edges_none_random,org,10,10,50,1.0132248219102622,0.19772463183832836,131.46,23.251254080727144,0.5378107,0.08620550377813968,5.23,0.9883505120623338,13.809000000000001,2.8253533280939274,0.9742964868067222,0.01048873253795412,0.9985905759317929,0.008184976830182987,0.4830215848170221,0.11990318701425355
dag_10_nodes_10_edges_semantics_ER,new,10,10,50,0.31199757401831446,0.10426709099627043,40.98,18.061674386187264,0.7128173333333332,0.07557689120893539,4.023333333333333,0.8350390706027513,18.316666666666666,5.480976169738621,0.8720823834213008,0.028831359418806407,0.8537330867079612,0.10621318609900635,0.6356541892500268,0.1659113765721917
dag_10_nodes_10_edges_semantics_ER,org,10,10,50,0.2992686528805643,0.11952737442006668,37.26,20.010007700230034,0.5386865666666667,0.04219360988632318,5.478,0.4773609424615249,29.10766666666667,3.0440887476968985,0.8720823834213008,0.028831359418806407,0.820681250113656,0.1215080986459974,0.6441095483099555,0.16864808046209442
dag_10_nodes_10_edges_semantics_SF,new,10,9,50,0.30521222881041465,0.14418115254553734,40.14,25.42857945425234,0.7243454,0.08094852182437315,3.5260000000000002,0.9164728304644889,10.31,4.533604683755678,0.9669561681955906,0.01368668459119736,0.9689805831483915,0.03759034633461917,0.622767317587185,0.1969315897105479
dag_10_nodes_10_edges_semantics_SF,org,10,9,50,0.31545361340977246,0.1498484772626056,40.14,25.42857945425234,0.7173285,0.09563726378742175,3.5780000000000003,1.03771530836954,10.675999999999998,4.878673289043292,0.9669561681955906,0.01368668459119736,0.9689805831483915,0.03759034633461917,0.622767317587185,0.1969315897105479
dag_10_nodes_10_edges_semantics_random,new,10,10,50,1.2601470356620847,0.2752644430562842,158.18,45.48186003053013,0.8326346666666667,0.10052137371797931,2.4733333333333336,1.2179496543553092,10.253333333333332,9.834355994325671,0.9846639723349274,0.0049823707762034295,0.9996963562753036,0.001521466562335138,0.4388726991440455,0.2661337036858771
dag_10_nodes_10_edges_semantics_random,org,10,10,50,1.3071553674992173,0.274697952751638,158.18,45.48186003053013,0.8144253333333333,0.14014912944234334,2.68,1.5282079377930828,10.756666666666668,12.709255737685654,0.9846639723349274,0.0049823707762034295,0.9996963562753036,0.001521466562335138,0.4388726991440455,0.2661337036858771
dag_10_nodes_15_edges_degrees_ER,new,10,15,50,2.0183213800098745,0.44524000667793673,170.7,45.99922359593226,0.6793594666666667,0.06171924153881825,6.316333333333334,0.7792627628179979,35.654,6.677412733711054,0.9887487284348265,0.004033885794505178,1.0,0.0,0.6595565750898718,0.17423303926155218
dag_10_nodes_15_edges_degrees_ER,org,10,15,50,1.9743813424278052,0.38299485977092734,155.68,29.69672558050941,0.6356832,0.07915902621192902,6.840666666666667,1.1014943467482559,39.714,8.007547715010087,0.9887487284348265,0.004033885794505178,1.0,0.0,0.7212393365870452,0.09460208508879302
dag_10_nodes_15_edges_degrees_SF,new,10,17,50,17.386067126719283,10.104359810329216,677.32,220.39171435220075,0.6949406666666667,0.13174933567496136,6.88,2.4631156642574066,23.42,8.54541290006826,0.9957840674696399,0.0016102080219078292,1.0,0.0,0.3480200306544014,0.19764821216113623
dag_10_nodes_15_edges_degrees_SF,org,10,17,50,18.800100536057727,11.787381366437128,670.9,220.3067666427235,0.6322179666666667,0.13969919095320749,7.84,2.538358781993288,30.214666666666666,9.528332640210161,0.9957840674696399,0.0016102080219078292,1.0,0.0,0.3600018951538024,0.199132209038449
dag_10_nodes_15_edges_degrees_random,new,10,15,50,2.9971986736450345,1.1373251945960647,269.86,38.49145677806907,0.4564495,0.09924945430160646,9.9,1.4754222271266353,54.95333333333333,11.639864256480703,0.9785966064371486,0.004753403630022553,1.0,0.0,0.24243754487660937,0.07090721694894658
dag_10_nodes_15_edges_degrees_random,org,10,15,50,3.0636837288644165,1.13163869701491,267.68,37.06609650616156,0.4402015,0.11164323032681436,10.17,1.6463007387622042,56.03833333333333,12.1094920930993,0.9785966064371486,0.004753403630022553,1.0,0.0,0.25519905369517687,0.07701732222477897
dag_10_nodes_15_edges_none_ER,new,10,15,50,5.2448081448115405,1.26514063632463,249.6,70.89025723911976,0.7078720666666666,0.09430106268446554,5.56,1.5038725521337317,28.711,9.347715843809045,0.9823702978501011,0.00472797293576817,0.9995114570946226,0.0019603648332924017,0.6395130981321283,0.15638651824483565
dag_10_nodes_15_edges_none_ER,org,10,15,50,4.875303989518434,1.0934563714813164,193.04,30.4241847944717,0.5963129666666667,0.13037352657872134,6.832000000000001,1.8217999621365724,40.327,11.683706647310524,0.9823702978501011,0.00472797293576817,0.9990409795652591,0.002754173118048665,0.7903229197438416,0.052849343730108654
dag_10_nodes_15_edges_none_SF,new,10,17,50,5.985782633125782,3.3978595132638283,367.74,134.64053578900754,0.636147,0.0895153249962467,8.49,1.4862979622717176,27.42,11.052915397102712,0.9925059528154289,0.0026009769087738943,1.0,0.0,0.20612346302578952,0.23498950464864818
dag_10_nodes_15_edges_none_SF,org,10,17,50,5.921359974686056,3.7553733200766217,284.38,98.68417775294837,0.6224162333333334,0.1076859256252006,8.554666666666668,2.0029203169168683,27.801333333333332,10.956003458897921,0.9925059528154289,0.0026009769087738943,1.0,0.0,0.4760780378191919,0.239909776783888
dag_10_nodes_15_edges_none_random,new,10,15,50,8.255431124186144,2.2072206461135147,490.84,106.13283167419813,0.6891324666666666,0.0660033500861098,5.974,1.148701129848093,23.412,4.240730908635419,0.9963281304203169,0.0017124928354675445,1.0,0.0,0.35261883526596555,0.10827852702865698
dag_10_nodes_15_edges_none_random,org,10,15,50,7.902211162149906,2.118567111572371,404.5,78.11118449272897,0.848455,0.08648668898997684,3.62,1.5103723017176653,8.72,6.691572524985652,0.9963281304203169,0.0017124928354675445,1.0,0.0,0.5365682115783968,0.06132007689078173
dag_10_nodes_15_edges_semantics_ER,new,10,15,50,2.9768070010747762,0.7404692075399383,271.14,38.52908257513578,0.6065925,0.12090348573767594,7.51,1.7364343009836716,29.34,8.27797668269147,0.9857126824799132,0.004093469127730542,1.0,0.0,0.23665228879829944,0.1763824913378042
dag_10_nodes_15_edges_semantics_ER,org,10,15,50,2.9496573457214983,0.6061639013952688,264.82,34.31765773844511,0.5236306,0.15034593299454427,8.446,2.014762861419453,35.786,9.361624008772871,0.9857126824799132,0.004093469127730542,1.0,0.0,0.2778474465960333,0.15253945899180052
dag_10_nodes_15_edges_semantics_SF,new,10,17,50,5.136443198639899,2.477188569913216,407.64,79.45419935987253,0.727671,0.09836050834059579,6.71,1.8380613122948597,24.38,8.417401799915726,0.9969202693212612,0.001189988478506821,1.0,0.0,0.17996584345763367,0.07531178131276055
dag_10_nodes_15_edges_semantics_SF,org,10,17,50,5.5504646633286026,2.9351885110745277,391.84,72.77708767047442,0.5945379333333334,0.13400030171030777,8.791333333333334,2.092832060091309,35.91366666666667,11.296900067442698,0.9969202693212612,0.001189988478506821,1.0,0.0,0.2375071770529292,0.1014107625741451
dag_10_nodes_15_edges_semantics_random,new,10,15,50,2.524040490668267,0.5722683380416963,245.38,43.71750221593179,0.544651,0.14773925545033859,8.37,2.091796415738864,35.10333333333333,11.073906020814116,0.9866712890591145,0.003897255692326175,0.9992313225773302,0.0041182347946828795,0.344192357969081,0.186629828711784
dag_10_nodes_15_edges_semantics_random,org,10,15,50,2.533017873009667,0.6153521180583188,231.4,40.767634221279025,0.4931409333333333,0.15092505713468052,8.928666666666667,2.0850946024422456,37.12733333333333,9.586552112511345,0.9866712890591145,0.003897255692326175,0.9992313225773302,0.0041182347946828795,0.41601360851793295,0.18208835071478546
dag_15_nodes_15_edges_degrees_ER,new,14,15,50,1.9268268976826222,0.7492924230512111,186.1,57.25070180480636,0.6898753999999999,0.06708284458482536,6.164,1.0534220233048455,22.089333333333332,4.796835880778097,0.9611968661242543,0.01051050182811174,0.9996704021094265,0.0021104562417379297,0.38068362028726827,0.20277055458263618
dag_15_nodes_15_edges_degrees_ER,org,14,15,50,1.968037790833041,0.7826729865020853,183.32,54.94243369571614,0.5507275,0.11353218508984803,8.027999999999999,1.6328315208588435,31.104,8.52020312108167,0.9611968661242543,0.01051050182811174,0.9996857322438717,0.002060791490981155,0.39064192251185476,0.1819771284482602
dag_15_nodes_15_edges_none_ER,new,14,15,50,1.8291391484532504,0.3302794802563242,148.34,34.587133386829954,0.7479811,0.07548174995869215,4.638,1.1806069003106938,23.906999999999996,8.339444079254948,0.9658104408608221,0.008737626455018072,0.9907578698939611,0.012921132653370715,0.6251169159882616,0.18410439609222704
dag_15_nodes_15_edges_none_ER,org,14,15,50,1.8526735111791641,0.32800112282871385,148.34,34.587133386829954,0.7105632,0.08495351827383041,5.176,1.312819057429858,24.535999999999998,9.074156170359954,0.9658104408608221,0.008737626455018072,0.9907578698939611,0.012921132653370715,0.6251169159882616,0.18410439609222704
dag_15_nodes_15_edges_degrees_SF,new,15,14,50,1.9239755512028933,0.42792683682517246,165.52,31.982291018241806,0.5656756666666667,0.07114903508109241,7.230333333333333,1.1401539956456967,24.369,6.480102118746877,0.9400103415477811,0.016216837092615188,0.9879559131696621,0.015244909748787358,0.5198102965649992,0.1618875328996232
dag_15_nodes_15_edges_degrees_SF,org,15,14,50,1.9817710558976978,0.4516273759434722,165.4,31.74194418129052,0.6351598666666667,0.08602029864584397,6.377999999999999,1.3311480391154156,20.82,9.075735760357764,0.9400103415477811,0.016216837092615188,0.9879559131696621,0.015244909748787358,0.520853387398642,0.1593661162314168
dag_15_nodes_15_edges_degrees_random,new,15,15,50,2.200478451093659,0.4212262738852064,170.16,30.155623565979546,0.7259964999999999,0.0587045825684913,4.824,1.03540586540856,18.916,5.846204420172885,0.9600300211453643,0.011792565417176217,0.9950656058959582,0.009966080116779068,0.5955915064384815,0.07100615477309513
dag_15_nodes_15_edges_degrees_random,org,15,15,50,2.185671866443008,0.41902903897130883,170.16,30.155623565979546,0.7287976999999999,0.06050405388012085,4.78,1.063110568865089,18.708,5.980268235059804,0.9600300211453643,0.011792565417176217,0.9950656058959582,0.009966080116779068,0.5955915064384815,0.07100615477309513
dag_15_nodes_15_edges_none_SF,new,15,14,50,4.455797783434391,3.094902567204389,247.88,103.61617555543485,0.6726945999999999,0.10592813987408477,6.382000000000001,1.4250943398775462,15.332,9.425052157058088,0.9798431012550753,0.009074696283766693,0.9989682832251775,0.0034508256291538595,0.5017699870266121,0.23913863344222347
dag_15_nodes_15_edges_none_SF,org,15,14,50,4.640116620818153,3.438702213178148,247.64,103.93890670259435,0.6337932,0.12431876180404064,6.87,1.6282267805743742,20.062,11.641163592868127,0.9798431012550753,0.009074696283766693,0.9985988973929083,0.0043718937544434434,0.5020110948906763,0.23948336950811058
dag_15_nodes_15_edges_none_random,new,15,15,50,2.8403986383974553,0.6432675796651522,198.42,35.8295796167106,0.8585756666666665,0.07935019908829133,2.986666666666667,1.308804997523294,9.213333333333333,11.503033219226587,0.9566124596865516,0.009294881326799833,0.9972601014291438,0.0068889332808711,0.631887057406364,0.16050307765634586
dag_15_nodes_15_edges_none_random,org,15,15,50,2.9095769977383314,0.6322140355129943,198.42,35.8295796167106,0.7303217333333333,0.07576182897616753,4.788,1.2324920830146855,25.2,10.490423232255061,0.9566124596865516,0.009294881326799833,0.9972601014291438,0.0068889332808711,0.631887057406364,0.16050307765634586
dag_15_nodes_15_edges_semantics_ER,new,15,15,50,1.7036363962944596,0.3602716119112235,131.56,38.64023492555448,0.716262,0.09507076327447798,5.63,1.527335949305462,17.764,6.936497969554424,0.9735693180451467,0.007080037685892987,0.991325148116505,0.012935722347504416,0.5679177106536403,0.19652002230906343
dag_15_nodes_15_edges_semantics_ER,org,15,15,50,1.716385152908042,0.3819370258203095,131.56,38.64023492555448,0.647187,0.11783343082677412,6.524,1.7965454378345354,21.543333333333337,8.595878488213232,0.9735693180451467,0.007080037685892987,0.991325148116505,0.012935722347504416,0.5679177106536403,0.19652002230906343
dag_15_nodes_15_edges_semantics_SF,new,15,14,50,1.5804723864234984,0.33578037521304366,140.28,36.04817638117306,0.6639607333333334,0.05934833157640148,6.544666666666667,0.9976073416747018,11.958,3.160841832239534,0.9630950948473956,0.00950945752017852,0.9880773886182795,0.0184194750919396,0.5664349641432117,0.17653404529660305
dag_15_nodes_15_edges_semantics_SF,org,15,14,50,1.582399385701865,0.34740544203676493,137.2,36.802839287096276,0.6330847,0.08239230323926762,6.907333333333334,1.2236203300117814,13.912,4.973565085516016,0.9630950948473956,0.00950945752017852,0.9861225267027731,0.01965045732955292,0.5800528586400238,0.17572314179131743
dag_15_nodes_15_edges_semantics_random,new,15,15,50,2.397257955800742,0.5208405386382002,194.52,37.34518519358094,0.8366596,0.07319136666942881,3.4739999999999998,1.1897195690839182,26.766,11.603950945734837,0.9093554821782068,0.014756508408453516,0.9874201139425935,0.027053986698185796,0.49484198978429633,0.14431924381383207
dag_15_nodes_15_edges_semantics_random,org,15,15,50,2.469812470190227,0.5704118010673948,194.5,37.35010859749806,0.7871969,0.09087818625854534,4.178,1.459981828234691,35.638000000000005,16.307915819237813,0.9093554821782068,0.014756508408453516,0.9872073479851466,0.02699480085272873,0.4947996747419813,0.1442795960301329
